x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
8.7 0.23 0.32 13.4 0.044 35 169 0.99975 3.12 0.47 8.8 7
7.2 0.44 0.28 3.4 0.048 22 112 0.99188 3.21 0.37 11.3 7
6.7 0.24 0.36 8.4 0.042 42 123 0.99473 3.34 0.52 10.9 6
5.5 0.31 0.29 3 0.027 16 102 0.99067 3.23 0.56 11.2 6
7.1 0.15 0.34 1 0.033 27 73 0.98974 3.24 0.41 12.2 6
5.7 0.21 0.25 1.1 0.035 26 81 0.9902 3.31 0.52 11.4 6
7 0.24 0.3 4.2 0.04 41 213 0.9927 3.28 0.49 11.8 6
9.7 0.14 0.59 1.5 0.049 23 142 0.9958 2.98 0.62 9.5 5
6.1 0.34 0.31 12 0.053 46 238 0.9977 3.16 0.48 8.6 5
4.8 0.13 0.32 1.2 0.042 40 98 0.9898 3.42 0.64 11.8 7
6.9 0.24 0.33 12.5 0.046 47 153 0.9983 3.28 0.77 9.6 6
6.5 0.22 0.32 2.2 0.028 36 92 0.99076 3.27 0.59 11.9 7
6.1 0.28 0.27 4.7 0.03 56 140 0.99042 3.16 0.42 12.5 8
5.3 0.3 0.3 1.2 0.029 25 93 0.98742 3.31 0.4 13.6 7
5 0.31 0 6.4 0.046 43 166 0.994 3.3 0.63 9.9 6
7.1 0.19 0.28 3.6 0.033 16 78 0.993 2.91 0.78 11.4 6
6 0.32 0.3 7.3 0.174 46 159 0.99519 3.18 0.49 9.4 5
7.4 0.2 0.35 2.1 0.038 30 116 0.9949 3.49 0.77 10.3 7
5.7 0.335 0.34 1 0.04 13 174 0.992 3.27 0.66 10 5
6.5 0.17 0.33 1.4 0.028 14 99 0.9928 3.23 0.55 10.1 6
7.4 0.25 0.37 13.5 0.06 52 192 0.9975 3 0.44 9.1 5
7.2 0.43 0.24 6.7 0.058 40 163 0.995 3.2 0.41 9.9 5
7.4 0.16 0.49 1.2 0.055 18 150 0.9917 3.23 0.47 11.2 6
5.7 0.39 0.25 4.9 0.033 49 113 0.98966 3.26 0.58 13.1 7
7.7 0.35 0.49 8.65 0.033 42 186 0.9931 3.14 0.38 12.4 8
7 0.17 0.74 12.8 0.045 24 126 0.9942 3.26 0.38 12.2 8
7 0.24 0.35 1.5 0.052 51 128 0.9941 3.41 0.59 10.4 7
7.2 0.23 0.39 2.3 0.033 29 102 0.9908 3.26 0.54 12.3 7
5.8 0.39 0.47 7.5 0.027 12 88 0.9907 3.38 0.45 14 6
7.5 0.34 0.24 3.85 0.031 5 34 0.99098 3.01 0.36 11.8 4
6.6 0.46 0.49 7.4 0.052 19 184 0.9956 3.11 0.38 9 5
8 0.27 0.24 1.2 0.044 20 102 0.9929 3.28 0.42 10.9 5
7.2 0.23 0.33 12.7 0.049 50 183 0.9987 3.41 0.4 9.8 5
6.6 0.38 0.18 1.2 0.042 20 84 0.9927 3.22 0.45 10.1 4
5.9 0.21 0.23 7.9 0.033 22 130 0.9944 3.38 0.59 10.9 6
6.5 0.18 0.34 1.6 0.04 43 148 0.9912 3.32 0.59 11.5 8
8.3 0.15 0.39 1.3 0.055 32 146 0.993 3.08 0.39 10.5 6
7.9 0.21 0.4 1.2 0.039 38 107 0.992 3.21 0.54 10.8 6
