x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
6 0.18 0.27 1.5 0.089 40 143 0.9923 3.49 0.62 10.8 6
6.3 0.25 0.22 3.3 0.048 41 161 0.99256 3.16 0.5 10.5 6
8 0.18 0.49 1.8 0.061 10 145 0.9942 3.23 0.48 10 5
7.5 0.38 0.5 12.8 0.042 57 184 0.9984 3.09 0.46 9 6
6.1 0.105 0.31 1.3 0.037 55 145 0.9912 3.41 0.41 11.1 7
7.2 0.25 0.32 1.5 0.047 27 132 0.9933 3.26 0.44 10.5 5
6.3 0.25 0.53 1.8 0.021 41 101 0.98932 3.19 0.31 13 6
7 0.24 0.3 4.2 0.04 41 213 0.9927 3.28 0.49 11.8 6
5.5 0.12 0.33 1 0.038 23 131 0.99164 3.25 0.45 9.8 5
6.2 0.16 0.32 1.1 0.036 74 184 0.99096 3.22 0.41 11 6
7.8 0.2 0.2 1.4 0.036 25 83 0.99088 3.03 0.46 11.7 6
6.3 0.27 0.46 11.1 0.053 44 177 0.99691 3.18 0.67 9.4 5
7 0.33 0.78 9.9 0.042 21 251 0.99435 3.01 0.55 11 6
6.5 0.36 0.36 6.7 0.185 51.5 151 0.99528 3.17 0.42 9.3 5
7.3 0.25 0.29 7.5 0.049 38 158 0.9965 3.43 0.38 9.6 5
5.7 0.21 0.25 1.1 0.035 26 81 0.9902 3.31 0.52 11.4 6
6.4 0.5 0.2 2.4 0.059 19 112 0.99314 3.18 0.4 9.2 6
6.3 0.22 0.34 1.2 0.036 32 96 0.98961 3.06 0.74 11.6 6
7.8 0.28 0.34 1.6 0.028 32 118 0.9901 3 0.38 12.1 7
6.9 0.25 0.27 9.05 0.039 37 128 0.9936 3.27 0.34 11.3 8
7.8 0.25 0.34 13.7 0.044 66 184 0.99976 3.22 0.75 8.9 5
7.1 0.43 0.25 2.8 0.036 43 132 0.98975 3.21 0.47 13.4 6
6.8 0.16 0.36 1.3 0.034 32 98 0.99058 3.02 0.58 11.3 6
7.3 0.43 0.37 4.6 0.028 17 114 0.991 3.23 0.43 13.2 6
6.2 0.23 0.36 17.2 0.039 37 130 0.99946 3.23 0.43 8.8 6
8 0.2 0.3 8.1 0.037 42 130 0.99379 3.1 0.67 11.8 6
7.2 0.27 0.27 2.4 0.048 30 149 0.9936 3.1 0.51 9.2 6
4.9 0.335 0.14 1.3 0.036 69 168 0.99212 3.47 0.46 10.467 5
8.4 0.23 0.32 1.3 0.048 59 113 0.99178 3.1 0.55 11 6
8 0.57 0.39 3.9 0.034 22 122 0.9917 3.29 0.67 12.8 7
7.2 0.24 0.27 1.4 0.038 31 122 0.9927 3.15 0.46 10.3 6
6.8 0.23 0.29 15.4 0.073 56 173 0.9984 3.06 0.41 8.7 6
7.3 0.2 0.37 1.2 0.037 48 119 0.992 3.32 0.49 10.9 6
7.3 0.3 0.74 13.5 0.039 46 165 0.9982 3.02 0.4 8.7 5
6.9 0.43 0.28 9.4 0.056 29 183 0.99594 3.17 0.43 9.4 5
7.7 0.16 0.49 2 0.056 20 124 0.9948 3.32 0.49 10.7 6
5.7 0.45 0.42 1.1 0.051 61 197 0.9932 3.02 0.4 9 5
8.4 0.58 0.27 12.15 0.033 37 116 0.9959 2.99 0.39 10.8 6
5.6 0.3 0.1 6.4 0.043 34 142 0.99382 3.14 0.48 9.8 5
8.3 0.2 0.74 4.45 0.044 33 130 0.9924 3.25 0.42 12.2 6
