x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
8.7 0.23 0.32 13.4 0.044 35 169 0.99975 3.12 0.47 8.8 7
7.1 0.15 0.34 1 0.033 27 73 0.98974 3.24 0.41 12.2 6
6.1 0.34 0.31 12 0.053 46 238 0.9977 3.16 0.48 8.6 5
6.1 0.28 0.27 4.7 0.03 56 140 0.99042 3.16 0.42 12.5 8
6 0.32 0.3 7.3 0.174 46 159 0.99519 3.18 0.49 9.4 5
7.4 0.25 0.37 13.5 0.06 52 192 0.9975 3 0.44 9.1 5
7.7 0.35 0.49 8.65 0.033 42 186 0.9931 3.14 0.38 12.4 8
5.8 0.39 0.47 7.5 0.027 12 88 0.9907 3.38 0.45 14 6
7.2 0.23 0.33 12.7 0.049 50 183 0.9987 3.41 0.4 9.8 5
8.3 0.15 0.39 1.3 0.055 32 146 0.993 3.08 0.39 10.5 6
5.9 0.22 0.29 4.2 0.037 69 144 0.99214 3.13 0.74 10.8 7
5.7 0.22 0.22 16.65 0.044 39 110 0.99855 3.24 0.48 9 6
5.6 0.26 0 10.2 0.038 13 111 0.99315 3.44 0.46 12.4 6
7 0.36 0.25 5.7 0.015 14 73 0.98963 2.82 0.59 13.2 6
6.2 0.16 0.32 1.1 0.036 74 184 0.99096 3.22 0.41 11 6
6.5 0.26 0.5 8 0.051 46 197 0.99536 3.18 0.47 9.5 5
7.7 0.24 0.3 1.4 0.041 15 102 0.9929 3.26 0.53 10.4 6
6.9 0.38 0.29 13.65 0.048 52 189 0.99784 3 0.6 9.5 6
6.5 0.35 0.28 12.4 0.051 86 213 0.9962 3.16 0.51 9.9 6
7.4 0.24 0.42 14 0.066 48 198 0.9979 2.89 0.42 8.9 6
6.4 0.26 0.35 7.7 0.056 45 191 0.99527 3.16 0.5 9.5 5
6.3 0.24 0.35 2.3 0.039 43 109 0.99056 3.34 0.44 11.8 6
7 0.16 0.26 7.3 0.047 30 220 0.99622 3.38 0.58 10.1 6
7.2 0.34 0.34 12.6 0.048 7 41 0.9942 3.19 0.4 11.7 5
6.5 0.18 0.41 14.2 0.039 47 129 0.99678 3.28 0.72 10.3 7
7.2 0.27 0.28 15.2 0.046 6 41 0.99665 3.17 0.39 10.9 6
8.8 0.19 0.3 5 0.028 34 120 0.99242 2.94 0.47 11.2 5
6.9 0.18 0.36 1.3 0.036 40 117 0.9934 3.27 0.95 9.5 7
6 0.28 0.27 15.5 0.036 31 134 0.99408 3.19 0.44 13 7
6.2 0.35 0.03 1.2 0.064 29 120 0.9934 3.22 0.54 9.1 5
6.4 0.27 0.3 1.6 0.04 19 86 0.99089 3.32 0.65 11.5 6
6.7 0.105 0.32 12.4 0.051 34 106 0.998 3.54 0.45 9.2 6
5.5 0.24 0.45 1.7 0.046 22 113 0.99224 3.22 0.48 10 5
7.4 0.25 0.37 13.5 0.06 52 192 0.9975 3 0.44 9.1 5
6.7 0.34 0.26 1.9 0.038 58 138 0.9893 3 0.47 12.2 7
6.6 0.18 0.28 3.3 0.044 18 91 0.993 3.42 0.64 10.8 6
6.8 0.26 0.44 8.2 0.046 52 183 0.99584 3.2 0.51 9.4 5
5.6 0.33 0.28 1.2 0.031 33 97 0.99126 3.49 0.58 10.9 6
6.7 0.4 0.22 8.8 0.052 24 113 0.99576 3.22 0.45 9.4 5
8.2 0.18 0.28 8.5 0.035 41 140 0.9952 3.04 0.37 10.1 7
