x1 x2 x3 y1 y2 y3 y4  
50.164 145.9 16.244 28.3 9.13e+005 0.98 1230.3
9.8598 149.32 39.372 4.9 9.8368e+005 1 1652.3
44.15 196.36 12.248 23.7 9.0397e+005 0.99 1678.6
45.274 128.52 32.484 10.6 9.7659e+005 0.99 1353.3
31.42 140.89 26.569 23.3 9.7043e+005 0.98 1434.2
36.173 149.72 7.261 21.8 8.7095e+005 0.98 1251.9
55.094 144.24 25.598 29.7 9.5114e+005 0.98 1291.5
30.45 110.84 49.698 4.3 9.8529e+005 1 1400.3
32.614 176.6 8.5786 20.4 8.8465e+005 0.99 1492.7
55.982 142.24 49.271 5.5 9.836e+005 1 1523.8
23.203 118.11 38.292 5.9 9.8207e+005 1 1363.7
36.482 111.78 11.716 27 8.9413e+005 0.97 1009
20.733 146.51 28.975 10.9 9.7658e+005 0.99 1523.8
23.93 172.53 46.777 4.1 9.8539e+005 1 1910.5
15.008 155.9 3.3465 20.5 8.4169e+005 0.98 1284.9
34.368 158.78 42.62 5.1 9.8356e+005 1 1735
11.209 146.46 32.839 6.6 9.8051e+005 1 1564.2
33.968 187.94 14.551 26.8 9.2084e+005 0.98 1687.9
11.207 165.5 34.656 5.9 9.8166e+005 1 1745.4
43.011 104.65 12.942 28.7 8.9723e+005 0.97 951.6
26.513 127.07 19.206 31.6 9.4331e+005 0.97 1251.3
50.768 102.92 17.484 32.6 9.1408e+005 0.96 933.2
23.973 196.46 17.097 27.6 9.3872e+005 0.98 1829
57.514 101.5 32.24 29 9.6451e+005 0.97 1010.3
57.504 145.36 39.283 10.2 9.7765e+005 0.99 1385.4
56.75 162.81 40.871 7.9 9.7964e+005 0.99 1557.9
48.431 188.86 3.6442 22.1 8.2435e+005 0.98 1030.3
27.284 188.65 8.1788 20.2 8.8506e+005 0.99 1603.8
32.612 111.6 39.849 6.1 9.8195e+005 1 1310.6
55.182 157.88 38.407 8.5 9.7896e+005 0.99 1540.2
50.086 138.09 6.1589 23.4 8.4558e+005 0.97 928.6
37.255 138.38 4.0258 22.7 8.3902e+005 0.98 1096.7
58.628 179.65 38.669 21 9.7242e+005 0.99 1465.4
7.2657 194.47 38.521 4.7 9.8381e+005 1 2036.8
2.7132 129.82 19.587 30 9.505e+005 0.98 1301.8
12.124 167.96 35.794 5.7 9.821e+005 1 1777.3
44.849 107.08 42.899 6.1 9.8225e+005 1 1277.3
46.405 113.81 13.919 28.5 9.0186e+005 0.97 1012.6
25.445 106.1 7.3766 25.3 8.6664e+005 0.97 919.3
45.792 146.23 47.437 4.9 9.8426e+005 1 1639.4
22.352 160.3 9.5625 21.8 8.9257e+005 0.98 1422
13.251 101.38 12.231 28.4 9.0249e+005 0.97 955.5
35.975 166.02 3.0936 20.6 8.3417e+005 0.98 1282.2
