x1 x2 x3 y1 y2 y3 y4  
4.5825 116.06 21.074 29.4 9.5566e+005 0.97 1193.9
40.487 120.55 13.113 27.2 9.0289e+005 0.97 1094.7
40.194 156.84 46.437 4.7 9.8446e+005 1 1744.3
18.837 146.41 33.113 6.9 9.8017e+005 1 1563.6
30.623 155.53 12.607 25 9.0745e+005 0.98 1390.8
47.324 164.17 30.735 14.7 9.7431e+005 0.99 1594.9
52.216 182.15 23.399 28.2 9.4848e+005 0.98 1582.2
11.11 192.69 14.62 27.2 9.2873e+005 0.98 1778.7
10.609 137.46 44.835 4.2 9.8519e+005 1 1601.7
45.064 175.89 48.381 4.5 9.8482e+005 1 1897.5
50.326 147.47 1.6126 59.2 7.522e+005 0.89 556.7
39.158 147.97 16.226 29.7 9.2485e+005 0.98 1372.5
47.978 199.25 18.319 28.3 9.2918e+005 0.98 1674.1
19.653 115.59 24.888 25 9.6723e+005 0.98 1219.2
53.864 187.57 31.798 18.6 9.7264e+005 0.99 1697.2
30.445 180.53 17.14 28.6 9.3547e+005 0.98 1667.9
28.882 174.53 25.75 22.7 9.7015e+005 0.99 1714
12.937 186.59 12.973 25.8 9.1824e+005 0.98 1699.8
38.172 155.38 36.478 6.7 9.8062e+005 1 1641
51.277 127.27 9.6823 23.5 8.7045e+005 0.97 951.7
58.779 104.56 46.136 9.2 9.7889e+005 0.99 1076.9
0.029718 195.49 49.543 3.4 9.8708e+005 1 2157.5
48.617 116.01 18.353 32.5 9.2302e+005 0.97 1061.8
4.0723 139.54 36.965 5.3 9.8292e+005 1 1549.2
4.7953 130.7 46.844 3.8 9.8595e+005 1 1565.9
54.896 192.41 45.779 5.8 9.8287e+005 1 1876.7
52.53 192.39 35.812 9.3 9.7804e+005 0.99 1811.9
39.507 108.47 13.541 28.8 9.0338e+005 0.97 1001.5
51.28 167.18 5.6797 21.6 8.4311e+005 0.98 1025.9
44.717 146.55 44.783 5.2 9.8363e+005 1 1623.2
47.837 158.82 22.735 28.5 9.4898e+005 0.98 1449
42.432 135.62 12.011 25.3 8.9773e+005 0.98 1196.2
19.357 143.7 4.4458 21.5 8.4996e+005 0.98 1205.1
50.589 185.95 29.749 21.2 9.7129e+005 0.99 1720.8
18.61 133.41 36.815 6 9.8186e+005 1 1486.4
10.888 147.85 7.0052 21.4 8.7632e+005 0.98 1279.1
5.105 124.48 9.1602 24 8.8754e+005 0.98 1124.5
43.443 105.57 36.288 8 9.7919e+005 0.99 1207.3
33.626 157.08 8.9617 21.8 8.8459e+005 0.98 1341.8
16.21 199.33 11.586 23.9 9.0988e+005 0.99 1789.6
6.5881 158.73 48.663 3.6 9.8653e+005 1 1825.2
1.0034 175.97 29.171 8.8 9.7874e+005 1 1794.2
14.285 188.2 14.107 26.9 9.2457e+005 0.98 1734
58.531 159.21 15.611 23.5 8.7909e+005 0.97 899.4
30.406 103.14 24.409 28.3 9.6101e+005 0.97 1091.7
18.874 130.34 11.985 25.5 9.0475e+005 0.98 1202.4
38.269 142.17 6.2358 21.8 8.6097e+005 0.98 1171
1.8146 128.82 45.38 3.9 9.8567e+005 1 1536.9
29.661 107.39 10.466 26.1 8.8742e+005 0.97 962.9
10.806 100.95 8.7064 25.3 8.7947e+005 0.97 907.7
43.144 117.26 11.27 26.4 8.8962e+005 0.97 1032
1.467 166.43 13.877 27.7 9.2234e+005 0.98 1555.5
13.833 183.55 16.294 28.4 9.3696e+005 0.98 1723.3
25.225 141.35 15.018 28.9 9.2241e+005 0.98 1323.2
17.966 138.57 8.8398 22.8 8.861e+005 0.98 1231.1
12.884 169.75 20.282 26.1 9.5526e+005 0.98 1642.2
51.169 198.18 7.7764 19.6 8.633e+005 0.98 1286.1
3.255 114.35 3.8796 24.6 8.3677e+005 0.97 963.8
12.943 174.77 14.038 27.2 9.2365e+005 0.98 1614.8
16.653 116.21 16.909 32.2 9.3236e+005 0.97 1145
19.692 194.99 18.165 26.8 9.4534e+005 0.99 1837.7
37.31 157.7 34.168 7.6 9.7935e+005 1 1639.9
48.613 161.47 12.281 23.4 8.9301e+005 0.98 1267.4
12.366 119.01 30.95 8.7 9.786e+005 0.99 1309.1
40.774 185.85 0.91168 20.5 8.0138e+005 0.98 1271.4
50.482 196.9 33.378 10.4 9.7683e+005 0.99 1844.1
2.9296 167.78 6.7704 20.4 8.7568e+005 0.99 1469
24.3 193.23 30.964 8.2 9.785e+005 1 1934.5
50.547 131.96 0.21494 52.5 2.5106e+005 0 85.9
58.269 172.09 20.231 27.5 9.0675e+005 0.98 1137.3
34.803 132.78 25.818 24.8 9.6694e+005 0.98 1353.6
38.766 193.12 17.801 28 9.369e+005 0.98 1767.2
54.474 139.48 0.11418 28.9 1.0765e+005 0 47.3
33.87 115.62 15.277 29.6 9.1683e+005 0.97 1091.2
44.278 138.65 20.918 30.3 9.4498e+005 0.98 1327.3
41.107 120.62 40.351 6.2 9.8177e+005 1 1378.9
26.547 164.84 25.484 23.2 9.6963e+005 0.99 1634.8
33.927 149.16 49.578 4.2 9.8553e+005 1 1720.9
51.244 112.3 40.267 7.2 9.8051e+005 0.99 1263.1
16.93 146.29 45.126 4.3 9.8509e+005 1 1678.1
53.078 171.81 19.966 30.4 9.3005e+005 0.98 1436
32.647 138.26 36.86 6.4 9.8104e+005 1 1507.7
14.317 155.3 38.024 5.3 9.8291e+005 1 1689.2
8.1308 194.05 42.502 4.2 9.8502e+005 1 2070.1
14.56 193.59 31.649 7.1 9.799e+005 1 1958.2
2.5408 109 48.322 3.8 9.8617e+005 1 1392
15.068 108.83 0.3149 32.6 7.5207e+005 0.96 785.4
15.277 161.77 41.479 4.6 9.8424e+005 1 1778
25.367 157.04 13.586 26.7 9.1581e+005 0.98 1434.6
49.972 186.93 40.904 6.3 9.8165e+005 1 1858.4
27.202 146.61 44.202 4.6 9.844e+005 1 1657.5
43.768 116.01 48.835 4.9 9.8444e+005 1 1411.6
20.538 186.2 23.875 23.4 9.6716e+005 0.99 1816.5
39.692 101.14 35.339 8.4 9.7884e+005 0.99 1170.9
54.999 136.34 31.117 25.4 9.6941e+005 0.98 1310.5
58.577 104.38 17.988 31.5 8.8721e+005 0.95 716.1
25.417 129.08 24.701 25.1 9.6609e+005 0.98 1322.9
31.93 158.14 46.539 4.4 9.8486e+005 1 1769.9
25.716 182.68 16.999 28.3 9.3712e+005 0.98 1698.7
20.922 116.18 1.6291 25.4 7.9764e+005 0.97 908.5
14.364 192.23 2.5288 19.5 8.3674e+005 0.99 1559.7
1.9213 115.75 38.869 5.1 9.8354e+005 1 1361.3
58.017 135.99 45.204 7.2 9.8064e+005 0.99 1352.7
17.973 115.07 44.665 4.5 9.8464e+005 1 1403.2
57.428 181.39 6.5647 23.3 8.3213e+005 0.97 798
25.472 126.73 1.7978 24.6 8.0349e+005 0.97 957.8
26.114 177.3 40.086 5.1 9.833e+005 1 1880.7
53.153 129.14 29.44 26 9.6665e+005 0.98 1263.5
59.238 180 43.355 27.5 9.6869e+005 0.98 1330.5
53.058 181.28 23.738 28.4 9.4828e+005 0.98 1561.8
32.252 117.85 14.567 28.6 9.1352e+005 0.97 1100.7
56 122.39 18.064 30.7 9.0982e+005 0.97 993.1
3.0721 187.83 22.063 24.6 9.6408e+005 0.99 1828
10.309 126.23 16.438 31.2 9.3273e+005 0.97 1227.5
34.71 100.16 36.162 7.4 9.798e+005 0.99 1176.8
21.656 153.13 22.739 25.6 9.6163e+005 0.98 1518.3
35.212 108.46 21.127 32.8 9.4666e+005 0.97 1102.1
45.997 120.6 11.455 26.1 8.8917e+005 0.97 1038.2
2.1994 115.64 26.868 16.8 9.7482e+005 0.99 1249
26.944 133.19 12.41 25.6 9.0547e+005 0.98 1212
34.334 131.29 34.829 7.5 9.796e+005 0.99 1427.9
57.419 112.06 32.332 27.6 9.6607e+005 0.97 1088.4
59.489 186.45 36.347 36.8 9.242e+005 0.96 1054
45.068 187.58 21.491 26.6 9.4987e+005 0.98 1722.4
1.6325 140.45 43.487 4 9.8532e+005 1 1620.4
3.8207 158.3 16.428 30.2 9.367e+005 0.98 1519.1
58.565 138.82 28.511 35.3 9.4188e+005 0.97 1110.4
41.739 101.7 6.5998 26.6 8.529e+005 0.97 848.3
1.2216 153.59 9.746 22.1 8.9508e+005 0.98 1390.5
55.245 158.4 23.989 30.9 9.4455e+005 0.98 1361.5
49.755 183.44 26.21 25.8 9.6136e+005 0.98 1661.6
46.265 123.89 9.8272 24.5 8.7919e+005 0.98 1035.1
19.022 184.96 37.341 5.5 9.8258e+005 1 1935.8
37.414 135.26 3.6637 23 8.3399e+005 0.98 1063
2.9109 121.59 34.862 6 9.8183e+005 1 1373.6
33.684 196.39 30.771 9.4 9.7737e+005 1 1935.5
26.236 128.86 7.7705 23.1 8.7457e+005 0.98 1109.3
55.562 195.53 39.136 8 9.794e+005 1 1804.6
52.856 122.87 36.762 9.4 9.7812e+005 0.99 1297.1
13.952 170.46 40.574 4.7 9.8403e+005 1 1844.7
53.051 166.48 11.785 22.5 8.8452e+005 0.98 1191.9
18.954 142.68 28.069 12.5 9.7566e+005 0.99 1484.3
