x1 x2 x3 y1 y2 y3 y4  
48.538 182.92 15.139 26 9.1046e+005 0.98 1481.2
8.4621 142.56 32.517 6.9 9.8042e+005 1 1529.2
1.0436 107.97 43.455 4.2 9.8502e+005 1 1337.5
45.636 184.01 33.331 8.7 9.7799e+005 1 1810.4
27.366 145.65 17.018 30.4 9.3343e+005 0.98 1383.1
52.842 130.16 35.393 10.7 9.7705e+005 0.99 1338.7
51.169 174.62 46.972 5.2 9.839e+005 1 1817.9
46.936 189.57 2.4346 20.9 8.2039e+005 0.98 1265.7
35.752 186.96 5.8353 20.2 8.6488e+005 0.99 1519.8
16.759 165.57 30.437 8.4 9.7853e+005 1 1704.6
11.504 126.05 11.487 25.3 9.0295e+005 0.98 1158.4
56.127 177.23 17.054 26.1 9.0646e+005 0.98 1289
28.313 179.55 3.1262 20.5 8.3777e+005 0.99 1404
23.014 123.73 17.652 32.4 9.3585e+005 0.97 1215.5
39.94 140.6 31.937 10.3 9.7696e+005 0.99 1470.1
32.491 129.53 34.663 7.3 9.797e+005 0.99 1413.1
58.635 197.15 35.884 26.7 9.6479e+005 0.98 1515.5
43.96 174.9 15.354 27.7 9.2002e+005 0.98 1558.9
20.779 174.24 45.513 4.2 9.8523e+005 1 1919.3
12.29 144.07 42.625 4.5 9.8453e+005 1 1637
28.604 155.68 28.236 13.6 9.7481e+005 0.99 1578.2
6.3595 119.33 38.787 5.1 9.8336e+005 1 1389.7
1.0034 175.97 29.171 8.8 9.7874e+005 1 1794.2
46.035 175.14 41.759 5.7 9.8252e+005 1 1817.9
20.695 178.5 43.671 4.4 9.8473e+005 1 1938.5
31.275 199.52 15.207 26.9 9.2571e+005 0.98 1795.6
14.933 102.34 7.2202 24.7 8.6774e+005 0.97 902.3
8.2746 185.51 48.933 3.6 9.8665e+005 1 2057.8
45.577 105.33 43.413 6 9.824e+005 1 1265
30.959 147.03 28.057 15.9 9.738e+005 0.99 1499.4
1.5917 128.03 48.642 3.7 9.8648e+005 1 1560.9
49.307 100.38 2.4727 54.4 7.7498e+005 0.89 551.3
2.1036 176.39 43.589 3.9 9.8547e+005 1 1933.7
51.608 132.06 48.47 5.2 9.8401e+005 1 1497.2
35.529 167.29 37.267 6.2 9.8136e+005 1 1753.1
57.254 122.84 36.211 14.8 9.7486e+005 0.99 1211.6
43.75 157.55 2.3233 22 8.1715e+005 0.98 1160.5
21.11 144.49 4.8809 21.5 8.5413e+005 0.98 1217.5
29.231 198.26 19.091 26.6 9.4628e+005 0.99 1839.1
24.633 111.43 1.133 27.3 7.8155e+005 0.97 839.8
59.956 139.65 4.0923 14.3 54158 0 23.3
36.06 120.37 32.951 9.2 9.7794e+005 0.99 1315.9
59.475 181.45 10.427 100.7 7.0844e+005 0.73 433.7
18.694 148.63 24.615 23.6 9.6867e+005 0.98 1503.6
53.21 138.09 36.815 9.4 9.7815e+005 0.99 1408.2
33.878 122.52 1.0876 26.3 7.8561e+005 0.97 867.4
0.62594 134.29 9.6932 23.2 8.9236e+005 0.98 1222.2
0.90977 167.01 20.494 26.4 9.5705e+005 0.98 1633.9
23.82 157.8 43.766 4.6 9.8444e+005 1 1755.7
13.404 127.46 33.985 6.5 9.808e+005 1 1410.7
6.3289 188.15 0.10649 23.6 6.8764e+005 0.98 1454.1
4.3849 168.61 30.869 7.3 9.7989e+005 1 1743.9
38.299 127.81 29.383 14.9 9.7416e+005 0.99 1342.6
25.48 125.71 32.063 8.5 9.7852e+005 0.99 1365.2
57.121 141.17 1.3428 98.4 4.9911e+005 0.34 212.6
20.12 193.76 22.262 24.5 9.623e+005 0.99 1864.9
29.304 118.88 19.519 32.7 9.4247e+005 0.97 1180.6
11.615 164.95 37.345 5.4 9.8283e+005 1 1766.5
7.1289 176.3 19.911 26.3 9.5489e+005 0.98 1700.9
46.768 156.38 39.245 6.3 9.8123e+005 1 1631.9
2.078 112.11 25.143 24.2 9.7037e+005 0.98 1201.7
2.3165 100.85 11.831 28.2 9.0034e+005 0.97 954.4
58.281 120.33 3.1293 113.2 6.3241e+005 0.54 319.1
9.7245 160.94 8.0714 21.1 8.8606e+005 0.98 1407.3
58.868 107.18 38.021 29 9.6759e+005 0.97 999.1
5.7775 114.46 42.844 4.3 9.8474e+005 1 1386.4
32.27 125.96 31.713 10 9.7726e+005 0.99 1354.7
34.262 177.64 27.797 16.2 9.7333e+005 0.99 1750.5
2.9109 121.59 34.862 6 9.8183e+005 1 1373.6
10.906 106.78 24.418 25.6 9.666e+005 0.98 1140.8
35.853 165.23 6.2283 20.9 8.6538e+005 0.98 1356.6
19.979 117.78 23.062 27.2 9.6096e+005 0.98 1219.1
8.4116 105.45 30.694 9.2 9.7847e+005 0.99 1191.1
49.904 162.21 37.354 7.5 9.7975e+005 1 1631
38.287 189.28 38.592 6 9.8188e+005 1 1945.4
45.805 108.3 30.511 17.6 9.732e+005 0.98 1167.1
13.339 108.13 45.83 4.2 9.8513e+005 1 1356.4
17.965 108.75 39.868 5.5 9.8289e+005 1 1302.8
45.107 134.49 6.8868 22.8 8.6139e+005 0.98 1090.2
53.196 168.06 34.005 11.8 9.7612e+005 0.99 1599.7
40.048 194.09 15.945 27.5 9.2693e+005 0.98 1750.5
38.767 158.49 30.379 11.2 9.7604e+005 0.99 1607.5
28.059 164.46 45.28 4.4 9.8473e+005 1 1818.2
44.246 103.2 21.426 35.1 9.4275e+005 0.97 1042.5
29.892 178.91 11.339 23 9.0259e+005 0.99 1567.9
37.13 156.93 30.609 10.6 9.7648e+005 0.99 1599.6
8.7512 115.2 10.08 25.4 8.9238e+005 0.98 1047.9
9.4892 136.35 17.406 31.6 9.3974e+005 0.98 1329.6
53.952 141.95 1.0708 119.9 5.6127e+005 0.4 276.2
34.849 189.52 27.786 15.6 9.7366e+005 0.99 1848.8
