x1 x2 x3 y1 y2 y3 y4  
53.342 141.63 11.317 23.5 8.7898e+005 0.98 1025.5
16.37 125.13 45.288 4.3 9.8505e+005 1 1497.1
18.81 139.78 5.6876 21.6 8.6151e+005 0.98 1193.8
29.648 198.17 16.911 27.7 9.3568e+005 0.98 1814.8
1.9505 197.66 36.875 5 9.8336e+005 1 2055.1
15.157 132.21 38.803 5.4 9.8296e+005 1 1497
35.11 187 14.543 26.8 9.2014e+005 0.98 1679.1
58.218 135.79 45.84 7.3 9.8061e+005 0.99 1340.7
42.157 133.36 16.241 30.1 9.2173e+005 0.98 1239.8
45.835 169.49 16.46 28.8 9.2394e+005 0.98 1509.1
6.3289 188.15 0.10649 23.6 6.8764e+005 0.98 1454.1
51.657 167.63 6.3462 20.9 8.4894e+005 0.98 1052.7
0.3094 103.48 42.815 4.4 9.848e+005 1 1292.4
1.9511 139.4 3.9011 22.3 8.4266e+005 0.98 1178
59.473 151.45 30.921 34.2 9.0582e+005 0.96 821.7
21.988 170.16 8.7924 20.9 8.8865e+005 0.99 1495.3
40.91 177.89 43.262 5.1 9.836e+005 1 1887.8
33.519 107.14 27.979 22 9.7139e+005 0.98 1162.4
55.842 100.75 20.708 35.4 9.2186e+005 0.96 903.8
21.923 159.66 6.2195 21.2 8.6854e+005 0.98 1365.3
54.036 127.87 27.078 28.7 9.5763e+005 0.98 1210.5
4.8741 110.01 45.182 4.1 9.8537e+005 1 1370.3
20.82 151.8 17.908 29.9 9.4118e+005 0.98 1464
22.263 155.1 7.3103 21.6 8.764e+005 0.98 1343.6
5.6535 180.63 0.23982 26 7.1439e+005 0.98 1391.1
43.933 189.89 39.914 5.9 9.8205e+005 1 1937.9
59.166 169.51 45.972 14.1 9.7569e+005 0.99 1345.1
57.567 116.74 28.526 32.4 9.5264e+005 0.97 1067.4
25.716 182.68 16.999 28.3 9.3712e+005 0.98 1698.7
55.254 176.08 38.633 8.3 9.7912e+005 0.99 1670.9
46.795 148.71 33.833 9.3 9.7766e+005 0.99 1515.6
29.115 148.15 12.389 24.9 9.0618e+005 0.98 1331.2
59.028 118.5 25.484 35.8 9.1301e+005 0.96 841.1
53.172 146.76 45.166 5.9 9.8274e+005 1 1561.3
11.385 198.67 42.974 4.2 9.8504e+005 1 2111.5
54.347 139.13 25.045 30.2 9.5008e+005 0.98 1261.5
7.8582 110.39 33.377 7 9.805e+005 0.99 1259.6
29.596 160.46 41.195 5.1 9.8336e+005 1 1741.8
20.668 141.35 30.101 9.6 9.7759e+005 0.99 1489.7
3.378 159.97 42.618 4.2 9.8504e+005 1 1781
55.19 116.2 0.4185 57.1 2.7813e+005 0 93.4
28.318 190.35 32.384 7.6 9.7921e+005 1 1910.8
57.387 110.75 47.339 6.5 9.8194e+005 0.99 1233.4
5.9406 134.09 19.899 29 9.5236e+005 0.98 1338.8
40.039 188.22 1.3791 20.3 8.1019e+005 0.98 1341
25.571 135.49 17.174 31.3 9.338e+005 0.98 1301.8
13.563 101.51 11.239 27.5 8.9613e+005 0.97 944.2
17.02 132.12 45.423 4.3 9.8503e+005 1 1558.3
51.169 161.79 23.937 28.3 9.5133e+005 0.98 1459.6
12.282 158.18 41.692 4.5 9.8441e+005 1 1749.9
17.48 187.63 11.909 24.4 9.1062e+005 0.99 1693.9
24.64 154.53 3.4799 21.2 8.3916e+005 0.98 1257
14.16 130.76 47.957 4 9.8583e+005 1 1572.1
25.998 155.09 2.3902 22.5 8.2164e+005 0.98 1197
16.49 111.59 43.956 4.6 9.8452e+005 1 1367.2
23.032 117.21 34.806 6.7 9.8043e+005 0.99 1323.3
58.265 172.66 46.737 6.8 9.8106e+005 1 1580.7
23.84 147.45 38.294 5.6 9.824e+005 1 1614.6
33.662 104.35 46.193 4.9 9.8419e+005 1 1308.7
35.863 192.67 41.693 5.2 9.8339e+005 1 2009.2
24.701 164.89 7.4178 21.2 8.7782e+005 0.98 1415.5
30.809 154.81 14.657 27.8 9.1938e+005 0.98 1415.7
