x1 x2 x3 y1 y2 y3 y4  
35.472 116.34 14.72 28.9 9.1316e+005 0.97 1088.1
9.2439 188.79 15.506 28.3 9.3401e+005 0.98 1759.5
4.6402 195.63 42.252 4.1 9.8505e+005 1 2086.3
7.6657 126.1 43.078 4.3 9.8484e+005 1 1488.4
17.367 132.71 1.8078 23.9 8.0823e+005 0.98 1050.1
12.899 172.08 41.723 4.5 9.844e+005 1 1870
4.7906 162.83 42.183 4.3 9.8486e+005 1 1800.8
22.306 151.6 18.373 29.6 9.4301e+005 0.98 1464.1
6.9005 125.36 0.33672 29.6 7.2127e+005 0.97 936.5
20.028 176.91 32.155 7.2 9.7969e+005 1 1816.1
40.055 133.43 28.129 20.1 9.7191e+005 0.99 1376.1
44.395 175.48 19.685 28.3 9.418e+005 0.98 1613.2
0.37836 144.85 46.218 3.8 9.8604e+005 1 1684.8
27.501 141.74 47.77 4.2 9.8531e+005 1 1649.7
48.935 114.89 33.111 12.8 9.7556e+005 0.99 1223.5
57.648 185.12 22.069 30.7 9.2361e+005 0.98 1357.8
37.327 173.06 26.935 21 9.711e+005 0.99 1701
13.206 159.57 46.178 4 9.8562e+005 1 1804.6
41.137 109.61 13.444 28.6 9.0247e+005 0.97 1006
31.773 195.64 38.742 5.6 9.8242e+005 1 2009.6
48.47 154.22 24.618 27.4 9.5596e+005 0.98 1433.6
51.876 110.62 32.711 15.8 9.7406e+005 0.99 1171.6
43.303 130.17 16.863 30.9 9.2394e+005 0.97 1216.4
15.354 137.58 33.488 6.7 9.8049e+005 1 1492.8
47.211 163.68 24.33 26.8 9.5664e+005 0.98 1519.6
39.784 152.97 3.0771 21.8 8.2962e+005 0.98 1177.1
0.12714 190.18 27.021 11.3 9.7694e+005 0.99 1898.9
55.193 103.72 31.279 26.8 9.6805e+005 0.97 1071.4
23.1 184.85 42.391 4.7 9.8417e+005 1 1976.4
52.707 113.62 32.789 16.4 9.7383e+005 0.99 1188.6
39.802 188.13 34.718 7.2 9.798e+005 1 1894.6
26.572 124.26 48.257 4.2 9.853e+005 1 1506.2
29.069 122.65 49.144 4.2 9.8538e+005 1 1497.6
33.26 131.98 35.664 6.9 9.8029e+005 1 1442.8
50.991 161.66 40.481 6.5 9.8129e+005 1 1651.6
56.493 110.07 2.4264 93.1 6.7813e+005 0.71 376.1
38.993 132.53 35.918 7.2 9.7998e+005 1 1442.2
6.3611 198.91 30.991 7 9.8009e+005 1 2005.1
22.422 129.37 29.235 11.5 9.7632e+005 0.99 1376.7
21.997 127.91 35.788 6.2 9.812e+005 1 1426
