x1 x2 x3 y1 y2 y3 y4  
24.272 192.52 24.612 22.9 9.6882e+005 0.99 1869.3
29.213 169.48 30.859 9.2 9.7765e+005 0.99 1717.9
2.7924 133.74 35.506 5.6 9.8237e+005 1 1485.6
17.773 118.4 28.45 13 9.7561e+005 0.99 1279.3
15.927 124.02 14.458 28.8 9.1941e+005 0.98 1179.9
4.2437 106 48.813 3.8 9.8619e+005 1 1369.9
31.004 120.8 2.3882 24.1 8.1538e+005 0.97 920.7
46.095 126.97 19.222 32.5 9.3376e+005 0.97 1199.9
54.184 115.55 20.422 34.3 9.2614e+005 0.97 1032.4
3.7658 103.66 19.361 34.9 9.4592e+005 0.97 1071.9
16.395 168.83 37.827 5.4 9.8281e+005 1 1803.3
51.986 138.5 5.3298 24.2 8.3424e+005 0.97 853.2
17.773 140.53 19.982 28.3 9.5083e+005 0.98 1388.1
29.987 113.52 0.84284 26.6 7.8108e+005 0.97 810.1
53.744 179.24 20.184 30.1 9.294e+005 0.98 1465
3.6174 147.96 21.227 26.6 9.5898e+005 0.98 1473.1
51.453 141.9 29.763 24.1 9.697e+005 0.98 1384.7
50.625 171.44 47.729 5.1 9.841e+005 1 1805.7
24.297 168.32 40.193 5.1 9.8336e+005 1 1810.4
9.5093 101.82 2.9499 26.1 8.2132e+005 0.97 825
29.468 136.8 21.578 28 9.5354e+005 0.98 1349.8
29.196 158.17 7.8039 21.5 8.7856e+005 0.98 1342.1
29.188 114.68 27.549 20.9 9.7191e+005 0.98 1226.3
59.183 154.99 20.068 26.2 8.8146e+005 0.97 792.7
38.89 151.64 28.219 17.3 9.7301e+005 0.99 1530.7
53.662 128 15.887 28.4 9.0365e+005 0.97 1033.1
26.415 137.38 47.389 4.2 9.8521e+005 1 1610.3
47.43 177.03 35.713 7.9 9.7916e+005 1 1744.7
14.543 145.14 25.677 20.5 9.7225e+005 0.99 1487.1
17.551 102.02 32.807 8 9.7924e+005 0.99 1178.2
52.15 148.87 8.8755 21.7 8.6609e+005 0.98 1039.2
30.659 178.59 36.236 6.1 9.8129e+005 1 1843.9
30.631 175.9 31.512 8.5 9.7818e+005 1 1775
33.151 168.87 31.812 8.7 9.7807e+005 0.99 1715.8
31.068 106.44 33.309 8.8 9.7836e+005 0.99 1206
2.575 156.17 19.498 27.7 9.5233e+005 0.98 1529.9
32.371 108.79 31.062 11.4 9.7635e+005 0.99 1203.8
4.3344 154.47 1.1037 27.5 7.8176e+005 0.98 1220.8
4.0723 139.54 36.965 5.3 9.8292e+005 1 1549.2
39.994 149.75 28.122 18.4 9.7255e+005 0.99 1512
5.614 128.56 30.248 8.5 9.7888e+005 0.99 1389.4
10.37 160.38 15.418 29 9.3097e+005 0.98 1510.9
42.409 118.99 10.69 25.8 8.868e+005 0.97 1041.4
23.061 121.02 18.363 32.9 9.3933e+005 0.97 1200.3
2.2314 155.62 28.163 10.4 9.7753e+005 0.99 1607.5
48.055 156.79 10.83 23 8.8434e+005 0.98 1207.7
46.338 172.88 14.409 26.3 9.1194e+005 0.98 1488.5
49.678 155.16 47.198 5.1 9.8401e+005 1 1679.3
35.291 101.88 46.283 5 9.8406e+005 1 1286.6
41.32 143.31 27.79 21.4 9.7111e+005 0.99 1451.6
15.739 128.34 4.8314 22.1 8.5262e+005 0.98 1085.7
24.816 117.46 11.37 26.3 8.9706e+005 0.98 1072.1
9.0036 184.04 14.659 27.6 9.2886e+005 0.98 1706.6
45.819 184.81 38.708 6.3 9.8122e+005 1 1868.4
6.9424 195.92 27.782 10 9.7737e+005 0.99 1947.6
42.156 109.76 22.005 32.3 9.4806e+005 0.97 1109.6
57.652 198.14 3.6116 63.6 7.7029e+005 0.88 549.5
56.462 164.94 28.104 27.8 9.5717e+005 0.98 1424.5
41.052 170.9 37.771 6.2 9.8126e+005 1 1775.7
52.262 198.41 44.034 5.7 9.8279e+005 1 1954.6
23.745 188.49 27.015 14.5 9.7435e+005 0.99 1859.7
12.434 158.28 5.3932 20.4 8.6397e+005 0.98 1341.2
38.834 183.73 39.124 5.9 9.8205e+005 1 1902.9
10.296 188.68 19.457 25.9 9.5338e+005 0.99 1796.5
3.0754 109.65 35.503 5.9 9.8203e+005 1 1275.8
17.164 114.67 24.874 24.8 9.675e+005 0.98 1212.7
59.458 100.12 47.873 34.5 9.6691e+005 0.96 883.3
50.911 142.9 13.006 25 8.9348e+005 0.98 1131.1
52.939 159.47 33.386 13 9.7542e+005 0.99 1534.9
5.9643 196.86 4.8413 19.8 8.621e+005 0.99 1678.5
47.074 129.12 13.679 26.8 9.0115e+005 0.98 1109
43.96 174.9 15.354 27.7 9.2002e+005 0.98 1558.9
24.32 122.51 20.248 30.6 9.4838e+005 0.97 1227.8
49.574 184.67 48.081 4.9 9.8437e+005 1 1920.2
47.063 148.32 33.593 9.8 9.7731e+005 0.99 1505.7
58.681 177.32 20.337 25.9 8.9944e+005 0.98 1054.9
22.689 199.52 49.96 3.7 9.8641e+005 1 2175.7
22.263 162.34 6.5073 21.1 8.7115e+005 0.98 1391.9
5.9707 196.16 11.809 24.7 9.1241e+005 0.99 1778.9
2.6242 150.23 36.039 5.5 9.8266e+005 1 1634.2
37.491 171.25 34.04 7.5 9.7942e+005 1 1752
41.669 163.31 9.2913 22.1 8.85e+005 0.98 1382.4
36.567 166.65 4.3952 20.5 8.4871e+005 0.98 1325.7
21.942 191.17 28.118 11.4 9.7607e+005 0.99 1897.6
18.61 133.41 36.815 6 9.8186e+005 1 1486.4
2.0707 145.68 33.643 6 9.8158e+005 1 1572.2
10.964 198.13 12.224 24.8 9.1515e+005 0.99 1784.1
16.117 154.24 46.491 4 9.8556e+005 1 1760.3
24.191 171.53 31.446 8 9.7875e+005 1 1754.4
14.203 178.12 24.582 22.5 9.7034e+005 0.99 1760.3
25.176 157.12 43.354 4.7 9.8424e+005 1 1742.4
36.913 166.75 6.1587 20.9 8.6468e+005 0.98 1365.8
31.586 185.82 22.519 25.4 9.5842e+005 0.99 1762.4
23.781 101.12 4.9226 26 8.4255e+005 0.97 851.1
29.282 109.63 42.964 5.3 9.834e+005 1 1327.4
23.254 186.08 47.067 4 9.8561e+005 1 2031.4
37.675 161.48 3.9973 20.9 8.4324e+005 0.98 1273.7
34.468 170.84 34.878 7 9.8012e+005 1 1761.2
39.217 150.52 11.448 23.8 8.9758e+005 0.98 1321.2
50.689 133.76 34.774 10.2 9.7728e+005 0.99 1378.8
8.1036 137.73 39.35 4.9 9.8368e+005 1 1553.1
36.346 144.06 23.717 26.3 9.6013e+005 0.98 1423.6
5.7011 119.03 37.383 5.4 9.8281e+005 1 1374.1
57.123 127.42 37.661 11.4 9.7667e+005 0.99 1263.5
0.34465 159.72 5.6275 21 8.6473e+005 0.98 1381.8
18.071 144.61 20.25 27.7 9.5233e+005 0.98 1425.5
53.964 197.5 25.568 27.2 9.5338e+005 0.98 1671.2
14.284 172.46 7.8462 20 8.8433e+005 0.99 1505.3
55.479 105.89 43.25 7.1 9.8091e+005 0.99 1201.9
59.732 108.3 43.728 102.6 8.6615e+005 0.8 573.5
48.289 182.02 25.933 25.7 9.6116e+005 0.98 1658.9
35.328 139.38 10.698 23.9 8.9289e+005 0.98 1224.2
19.523 172.74 48.689 3.8 9.8611e+005 1 1938.2
7.9507 138.09 9.2368 23.1 8.9062e+005 0.98 1234.7
24.439 196.7 17.987 27 9.4306e+005 0.99 1836.8
50.821 186.39 10.098 21 8.789e+005 0.98 1323.6
34.2 154.88 29.771 11.9 9.7573e+005 0.99 1578.2
12.247 148.64 32.165 7 9.8002e+005 1 1576.3
27.91 108.22 34.609 7.4 9.7971e+005 0.99 1237.5
17.321 139.91 31.95 7.6 9.7942e+005 0.99 1497.5
51.191 117.38 31.092 20.3 9.7202e+005 0.98 1213.2
51.276 163.86 35.249 9.3 9.7791e+005 0.99 1609.5
26.103 153.46 19.752 28.1 9.4835e+005 0.98 1479.3
46.234 184.14 13.41 24.9 9.0756e+005 0.98 1563
57.445 130.94 42.66 7.7 9.7998e+005 0.99 1327
10.754 106.48 28.106 13.9 9.7554e+005 0.99 1175.4
45.974 116.59 16.973 31.3 9.202e+005 0.97 1084.9
34.43 121.19 20.495 31.5 9.4582e+005 0.97 1203.6
40.494 170.85 34.575 7.4 9.7951e+005 1 1746.8
20.598 127.66 36.269 6 9.8158e+005 1 1430
18.874 130.34 11.985 25.5 9.0475e+005 0.98 1202.4
19.695 163.04 3.364 20.6 8.4071e+005 0.98 1342.2
7.3653 179.04 24.817 20.4 9.7227e+005 0.99 1774.9
8.1858 189.02 19.527 26 9.5381e+005 0.99 1803.5
8.205 105.51 1.0977 30.1 7.7102e+005 0.96 797.2
28.64 184.92 10.094 21.3 8.9636e+005 0.99 1600.4
34.052 114.77 7.1425 23.6 8.6448e+005 0.98 971.8
52.67 149.71 31.098 20 9.7205e+005 0.99 1443.4
30.1 129.43 38.35 6.1 9.8172e+005 1 1450.2
50.154 158.66 39.936 6.6 9.811e+005 1 1629
4.8729 198.25 7.1113 18.9 8.8148e+005 0.99 1734.4
6.5752 128.49 18.398 31.9 9.4445e+005 0.97 1276.2
22.021 145.32 18.312 30.2 9.4228e+005 0.98 1410.4
52.418 133.81 14.61 26.9 8.9989e+005 0.97 1077.8
36.764 167.84 16.395 28.9 9.2857e+005 0.98 1545.7
23.768 136.02 38.556 5.6 9.8239e+005 1 1519.1
35.462 190.03 29.726 10.9 9.7615e+005 0.99 1870.4
27.302 125.78 47.669 4.3 9.8514e+005 1 1512.8
37.627 161.97 33.713 8 9.79e+005 1 1670.7
39.203 121.81 49.696 4.5 9.8503e+005 1 1481.9
36.803 139.32 20.692 29.3 9.4774e+005 0.98 1354.2
46.915 177.71 6.4436 20.6 8.6126e+005 0.98 1335
33.055 172.21 36.479 6.3 9.8112e+005 1 1789.6
16.787 175.76 22.636 24.5 9.6351e+005 0.99 1716.4
39.578 190.44 12.906 24.9 9.097e+005 0.98 1671.5
15.218 166.53 37.119 5.5 9.8253e+005 1 1777.1
28.447 101.17 11.231 27.4 8.9153e+005 0.97 923.3
39.719 180.43 38.155 6.1 9.8158e+005 1 1863.7
42.135 160.93 47.681 4.6 9.8474e+005 1 1782.9
10.682 194.43 19.295 25.7 9.5287e+005 0.99 1843.7
33.242 118.5 32.652 9 9.7801e+005 0.99 1300
11.111 104.76 11.598 27.5 8.9982e+005 0.97 976.5
58.702 137.91 38.784 21.5 9.7251e+005 0.98 1217.7
37.836 126.49 5.9054 23.2 8.5518e+005 0.98 1042.1
45.577 105.33 43.413 6 9.824e+005 1 1265
21.103 195.52 45.456 4.1 9.8534e+005 1 2101.5
57.315 196.79 20.369 28.8 9.176e+005 0.98 1407.6
35.301 180.99 42.989 4.9 9.8386e+005 1 1924.5
35.441 194.04 49.057 4 9.8566e+005 1 2092.9
59.859 100.14 27.51 112.3 5.2809e+005 0.18 209.4
4.6111 103.43 45.502 4.1 9.8538e+005 1 1316.2
56.716 185.35 30.827 25.7 9.6508e+005 0.98 1583.4
41.785 179.08 13.321 25.5 9.1023e+005 0.98 1575.2
0.81606 102.85 29.719 10.5 9.7803e+005 0.99 1163.2
0.18721 165.03 29.327 8.6 9.789e+005 0.99 1700.9
17.153 110.6 48.425 4.1 9.8559e+005 1 1400.5
51.169 198.18 7.7764 19.6 8.633e+005 0.98 1286.1
22.064 118.07 43.869 4.7 9.8431e+005 1 1418.1
39.542 181.04 42.94 5.1 9.8361e+005 1 1915.8
2.2862 125.74 22.321 27.1 9.6178e+005 0.98 1290.6
30.531 148.2 44.236 4.7 9.8425e+005 1 1665.5
15.856 185.82 31.73 7.2 9.7977e+005 1 1891.8
5.684 175.11 34.645 5.7 9.8206e+005 1 1834.4
10.055 126.3 10.202 24.5 8.9524e+005 0.98 1143.5
39.57 150.2 5.2443 21.5 8.5318e+005 0.98 1213.3
44.577 186.91 19.106 28.1 9.3969e+005 0.98 1697.8
45.99 105.82 27.511 26.7 9.6568e+005 0.98 1114.2
0.031022 196.18 0.27835 26 7.2338e+005 0.98 1533.2
31.638 127.41 41.767 5.4 9.8309e+005 1 1464
38.087 174.64 6.6494 20.8 8.6923e+005 0.99 1436.4
28.963 170.74 37.214 5.9 9.8172e+005 1 1791
42.441 188.71 11.618 23 9.0094e+005 0.99 1621.9
54.249 191.81 40.147 7.1 9.805e+005 1 1820.7
15.567 157.4 3.6699 20.4 8.4563e+005 0.98 1304.8
54.826 134.53 9.7479 23.1 8.6502e+005 0.97 903.7
53.14 125.59 21.278 33.8 9.3415e+005 0.97 1137.1
11.274 101.54 16.618 32.6 9.2924e+005 0.97 1011.5
44.764 174.89 41.103 5.8 9.8237e+005 1 1820.6
21.407 110.34 5.3999 24.8 8.5154e+005 0.97 940.5
48.446 193.86 42.897 5.7 9.8274e+005 1 1944.2
6.2453 168.49 36.049 5.4 9.8263e+005 1 1789.8
50.437 197.94 25.345 26.1 9.5793e+005 0.98 1747.7
26.621 115.85 17.814 33 9.3431e+005 0.97 1139.7
39.198 128.89 13.085 26.5 9.0441e+005 0.98 1166.2
22.94 177.76 0.55817 20.5 7.9457e+005 0.98 1333.7
30.871 159.14 6.9087 20.9 8.7153e+005 0.98 1326.8
40.078 156.8 24.563 25.5 9.6257e+005 0.98 1532.1
45.532 179.51 39.454 6.2 9.8155e+005 1 1835.8
27.642 137.65 12.837 25.8 9.0838e+005 0.98 1253.7
14.763 189.82 29.757 8.6 9.7831e+005 1 1907.5
56.581 136.59 2.7335 103 7.2843e+005 0.74 456.5
58.469 108.13 20.31 32.4 9.0168e+005 0.96 791.3
52.807 147.15 48.084 5.3 9.8388e+005 1 1599.2
17.036 165.04 37.151 5.5 9.8251e+005 1 1763.8
9.0517 144.01 40.277 4.7 9.8402e+005 1 1615.7
9.3009 141.28 22.744 25.3 9.6376e+005 0.98 1422.4
37.429 155.62 22.988 26.4 9.5769e+005 0.98 1511.1
24.187 104.34 5.306 25.7 8.4767e+005 0.97 882.6
44.898 142.3 27.936 23.7 9.7005e+005 0.98 1427.5
9.9761 149.99 23.164 24.5 9.6558e+005 0.98 1501.3
51.399 187.38 47.902 5.1 9.8412e+005 1 1923.5
33.499 154.71 40.722 5.5 9.8288e+005 1 1683.2
24.3 193.23 30.964 8.2 9.785e+005 1 1934.5
13.652 104.63 25.477 24.5 9.6914e+005 0.98 1134.1
41.918 110.52 5.7013 25.8 8.4704e+005 0.97 903
56.855 101.09 49.353 6.2 9.827e+005 0.99 1198
40.012 163.41 33.532 8.1 9.7872e+005 1 1676.1
49.785 187.71 29.684 20.6 9.7152e+005 0.99 1740.7
19.237 167.7 2.4971 20.5 8.2951e+005 0.98 1357.4
