x0 y0
0 3.0272
1 15.83
0.59312 0.058808
0.27022 -0.098531
0.65858 -2.6275
0.85131 -0.65086
0.37235 0.02474
0.93597 10.623
0.22623 -0.3962
0.9679 14.084
0.049462 0.7594
0.013503 2.3621
0.29505 -0.023399
0.68129 -3.7455
0.80269 -4.8053
0.75294 -6.0109
0.62543 -1.0924
0.033945 1.4066
0.19373 -0.69776
0.96186 13.536
0.76358 -5.9989
0.7329 -5.7279
0.69313 -4.3017
0.89837 5.482
0.48585 0.80936
0.45052 0.48772
0.23407 -0.32949
0.94741 12.01
0.25468 -0.18037
0.20965 -0.54863
0.028707 1.6423
0.42694 0.28439
0.93423 10.402
0.62071 -0.89814
0.90803 6.8423
0.42433 0.26455
0.75148 -6.0032
0.046381 0.88121
0.53129 0.97812
0.13905 -0.98438
