x0 y0 
0.79467 -5.2068
0.98184 15.101
0.54369 0.9221
0.70774 -4.9254
0.16251 -0.93222
0.36094 0.008927
0.8996 5.6559
0.35671 0.0054467
0.60522 -0.32149
0.59599 -0.025614
0.91218 7.4241
0.60452 -0.29766
0.7943 -5.2231
0.48254 0.78219
0.18785 -0.75031
0.63507 -1.5112
0.44714 0.45648
0.13862 -0.98388
0.43495 0.34905
0.66438 -2.914
0.97807 14.862
0.39513 0.092863
0.74368 -5.9264
0.67021 -3.2025
0.99986 15.827
0.062461 0.28701
0.84993 -0.80657
0.32404 -0.00034602
0.13196 -0.9682
0.32566 -0.00019502
0.25754 -0.16321
0.0022619 2.9152
0.511 0.96204
0.32894 -3.6518e-005
0.11306 -0.83479
0.50419 0.9324
0.58419 0.29665
0.93819 10.902
0.94282 11.47
0.074742 -0.092642
