x0 y0 
0 0.040762
0.025641 0.045165
0.051282 0.050043
0.076923 0.055448
0.10256 0.061437
0.12821 0.068073
0.15385 0.075425
0.17949 0.083572
0.20513 0.092598
0.23077 0.1026
0.25641 0.11368
0.28205 0.12596
0.30769 0.13956
0.33333 0.15464
0.35897 0.17134
0.38462 0.18985
0.41026 0.21035
0.4359 0.23307
0.46154 0.25825
0.48718 0.28614
0.51282 0.31704
0.53846 0.35129
0.5641 0.38923
0.58974 0.43127
0.61538 0.47785
0.64103 0.52946
0.66667 0.58665
0.69231 0.65001
0.71795 0.72022
0.74359 0.798
0.76923 0.8842
0.79487 0.9797
0.82051 0.92122
0.84615 0.83142
0.87179 0.75038
0.89744 0.67723
0.92308 0.61121
0.94872 0.55163
0.97436 0.49786
1 0.44933
