x0 y0 
0.61961 0.48599
0.19009 0.087192
0.021434 0.044411
0.72469 0.73991
0.51265 0.31683
0.80885 0.96522
0.037257 0.047313
0.21871 0.097768
0.4679 0.2649
0.061395 0.052109
0.71216 0.70374
0.59513 0.44067
0.81372 0.94661
0.034372 0.04677
0.40624 0.207
0.85521 0.80184
0.52705 0.33561
0.053297 0.050448
0.52828 0.33727
0.93927 0.57289
0.6616 0.57487
0.69281 0.65131
0.68315 0.62662
0.28565 0.12779
0.79462 0.97872
0.84141 0.84734
0.13841 0.070909
0.55047 0.36857
0.80607 0.97601
0.19544 0.089077
0.25476 0.11293
0.78658 0.94775
0.73187 0.76145
0.7562 0.83927
0.64177 0.53105
0.52666 0.33509
0.12749 0.067879
0.88436 0.7136
0.96224 0.52259
0.89019 0.69716
0.75535 0.83644
0.21145 0.094968
0.70366 0.6802
0.50667 0.30934
0.12842 0.068132
0.8107 0.95809
0.73415 0.76844
0.68043 0.61984
0.14755 0.073549
0.94375 0.5627
0.55632 0.3773
0.99375 0.4607
0.65046 0.54983
0.15734 0.076488
0.83273 0.87729
0.33467 0.15547
0.48391 0.28242
0.55969 0.38242
0.29341 0.13181
0.94816 0.55286
0.61111 0.46975
0.94566 0.55843
0.20981 0.094349
0.3864 0.19121
0.23792 0.10558
0.32079 0.14707
0.38508 0.1902
0.19342 0.088361
0.11071 0.063471
0.64617 0.54048
0.98077 0.48526
0.87924 0.72836
0.14471 0.072717
0.014617 0.043217
0.60286 0.4545
0.93793 0.57597
0.15958 0.077175
0.7441 0.79964
0.66447 0.58151
0.13755 0.070666
