x0 y0 
0 0.049146
0.012658 0.3083
0.025316 0.3554
0.037975 0.37795
0.050633 0.38704
0.063291 0.39038
0.075949 0.3935
0.088608 0.39779
0.10127 0.40277
0.11392 0.40782
0.12658 0.41261
0.13924 0.41698
0.1519 0.42088
0.16456 0.42437
0.17722 0.4275
0.18987 0.43039
0.20253 0.43316
0.21519 0.43595
0.22785 0.43889
0.24051 0.44213
0.25316 0.4458
0.26582 0.45001
0.27848 0.45484
0.29114 0.46034
0.3038 0.46648
0.31646 0.47319
0.32911 0.48032
0.34177 0.48764
0.35443 0.49486
0.36709 0.50164
0.37975 0.50759
0.39241 0.5123
0.40506 0.51539
0.41772 0.51649
0.43038 0.5153
0.44304 0.5116
0.4557 0.50529
0.46835 0.49637
0.48101 0.48496
0.49367 0.47126
0.50633 0.4556
0.51899 0.43833
0.53165 0.41987
0.5443 0.40064
0.55696 0.38104
0.56962 0.36143
0.58228 0.34212
0.59494 0.32332
0.60759 0.3052
0.62025 0.28781
0.63291 0.27113
0.64557 0.25509
0.65823 0.23949
0.67089 0.22412
0.68354 0.20869
0.6962 0.19288
0.70886 0.17633
0.72152 0.1587
0.73418 0.13965
0.74684 0.11891
0.75949 0.096291
0.77215 0.071746
0.78481 0.045376
0.79747 0.017469
0.81013 -0.011495
0.82278 -0.040856
0.83544 -0.069808
0.8481 -0.097458
0.86076 -0.1229
0.87342 -0.1453
0.88608 -0.16398
0.89873 -0.17847
0.91139 -0.18862
0.92405 -0.19452
0.93671 -0.1966
0.94937 -0.19547
0.96203 -0.19196
0.97468 -0.18697
0.98734 -0.1814
1 -0.1761
