x0 y0
0 0.049146
1 -0.1761
0.82832 -0.053608
0.32291 0.47679
0.35804 0.49685
0.86338 -0.12782
0.73825 0.13317
0.25658 0.44688
0.42156 0.51638
0.40197 0.51481
0.64277 0.25859
0.94628 -0.196
0.1115 0.40687
0.48169 0.48428
0.69675 0.19218
0.12582 0.41234
0.89337 -0.17286
0.78617 0.04244
0.23858 0.44161
0.42342 0.51625
0.99369 -0.17866
0.8491 -0.099554
0.022788 0.34852
0.22384 0.43793
0.50844 0.45282
0.68656 0.20498
0.50062 0.46288
0.55471 0.38454
0.14373 0.41841
0.47932 0.48662
0.68248 0.21001
0.91497 -0.1907
0.90564 -0.18454
0.12213 0.41097
0.96661 -0.19027
0.063078 0.39034
0.23478 0.44062
0.50379 0.45889
0.60118 0.31429
0.29923 0.4642
0.54657 0.39715
0.768 0.079997
0.35166 0.4933
0.025424 0.35567
0.2367 0.44111
0.91408 -0.19022
0.95357 -0.19452
0.86976 -0.13919
0.86421 -0.12933
0.38708 0.5105
0.064017 0.39054
0.78717 0.040267
0.73447 0.13918
0.22677 0.43863
0.67718 0.21648
0.55814 0.37922
0.038191 0.3782
0.73497 0.13839
0.52886 0.42401
0.9991 -0.17646
0.64184 0.25976
0.56463 0.36914
0.25457 0.44624
0.5712 0.35901
0.60168 0.31357
0.13972 0.41713
0.50929 0.45168
0.94457 -0.19622
0.32605 0.47856
0.50081 0.46265
0.70955 0.1754
0.114 0.40785
0.59581 0.32204
0.59128 0.32868
0.64828 0.25171
0.37223 0.50418
0.26505 0.44973
0.35039 0.49258
0.32979 0.48071
0.6166 0.29275
