x0 y0
0 0.049146
1 -0.1761
0.074698 0.39314
0.14642 0.41925
0.2396 0.44188
0.57199 0.35778
0.67746 0.21613
0.01458 0.31797
0.98343 -0.18313
0.20145 0.43293
0.71316 0.17048
0.44112 0.51232
0.30535 0.46728
0.010291 0.29439
0.15348 0.42134
0.40114 0.51463
0.48954 0.47597
0.20103 0.43283
0.95962 -0.19277
0.56102 0.37475
0.76449 0.086837
0.93287 -0.19634
0.39449 0.51293
0.8543 -0.11025
0.42968 0.51543
0.33937 0.48624
0.35593 0.49569
0.24323 0.44288
0.88958 -0.16843
0.51373 0.44568
0.75009 0.11327
0.39814 0.51393
0.3032 0.46618
0.88015 -0.15574
0.5174 0.44057
0.40227 0.51487
0.97863 -0.18525
0.73996 0.1304
0.22138 0.43736
0.12683 0.4127
