x0 x1 y0
0 0 0
0 1 0.3
1 0 0.3
1 1 0.3
0.096397 0.20576 0.051628
0.23517 0.8422 0.3
0.96008 0.33623 0.3
0.96897 0.3322 0.3
0.39322 0.71355 0.3
0.98095 0.39764 0.3
0.28529 0.076142 0.087187
0.41823 0.048036 0.17723
0.17842 0.41071 0.20052
0.38731 0.54007 0.3
0.26508 0.31614 0.17021
0.95179 0.76551 0.3
0.44918 0.88565 0.3
0.5011 0.51851 0.3
0.78097 0.59469 0.3
0.28576 0.7812 0.3
0.75186 0.48378 0.3
0.43143 0.39501 0.3
0.39885 0.67461 0.3
0.33571 0.45617 0.3
0.12164 0.29838 0.10383
0.43095 0.91434 0.3
0.93702 0.36032 0.3
0.70268 0.97516 0.3
0.26479 0.57551 0.3
0.093399 0.10006 0.018736
0.60933 0.95737 0.3
0.0047786 0.31425 0.098775
0.011797 0.3245 0.10544
0.84245 0.89702 0.3
0.97537 0.19215 0.3
0.23067 0.43881 0.24576
0.90197 0.23365 0.3
0.13943 0.10302 0.030054
0.77194 0.64641 0.3
0.92422 0.89721 0.3
0.30457 0.34337 0.21066
0.37825 0.35666 0.27027
0.42949 0.58704 0.3
0.71192 0.062476 0.3
0.17217 0.12866 0.046196
0.30796 0.90947 0.3
0.99538 0.50599 0.3
0.24794 0.00098315 0.061473
0.54479 0.0012574 0.2968
0.99767 0.73551 0.3
0.47013 0.34258 0.3
0.50574 0.99989 0.3
0.64469 0.3493 0.3
0.52931 0.67629 0.3
0.57291 0.9078 0.3
0.39471 0.7921 0.3
0.35541 0.17297 0.15624
0.013684 0.11353 0.013077
0.96806 0.52389 0.3
0.92422 0.24411 0.3
0.2032 0.46027 0.25314
0.65866 0.79757 0.3
0.6819 0.34721 0.3
0.31291 0.71285 0.3
0.79653 0.81412 0.3
0.77512 0.25158 0.3
0.22302 0.81537 0.3
0.098412 0.0049612 0.0097096
0.97343 0.75023 0.3
0.90112 0.8884 0.3
0.34791 0.08123 0.12764
0.21094 0.65746 0.3
0.28709 0.47559 0.3
0.89965 0.9072 0.3
0.041999 0.73079 0.3
0.2604 0.30397 0.1602
0.10512 0.60829 0.3
0.050485 0.41331 0.17337
0.04983 0.88763 0.3
0.36628 0.0079457 0.13423
0.47098 0.71894 0.3
0.54109 0.6997 0.3
0.21995 0.46131 0.26119
0.96889 0.31615 0.3
0.13895 0.40893 0.18653
0.70116 0.14 0.3
0.59497 0.090129 0.3
0.64937 0.67717 0.3
0.85344 0.28314 0.3
0.75683 0.23962 0.3
0.21779 0.94643 0.3
0.24662 0.72429 0.3
0.85631 0.56981 0.3
0.81959 0.97812 0.3
0.080543 0.96162 0.3
0.7465 0.35387 0.3
0.3165 0.3475 0.22093
0.42483 0.074216 0.18599
0.26579 0.61256 0.3
0.63367 0.19924 0.3
0.97782 0.69802 0.3
0.40047 0.36179 0.29127
0.12088 0.038359 0.016084
0.54287 0.88199 0.3
0.52269 0.44588 0.3
0.77384 0.034552 0.3
0.42642 0.66356 0.3
0.30745 0.8667 0.3
0.80286 0.65581 0.3
0.21071 0.18029 0.076903
0.091771 0.69024 0.3
0.21577 0.18428 0.080515
0.78944 0.054914 0.3
0.3814 0.98014 0.3
0.96703 0.58634 0.3
0.97934 0.95156 0.3
0.71349 0.33487 0.3
0.39478 0.5651 0.3
0.42018 0.89017 0.3
0.2713 0.030212 0.074514
0.92461 0.32772 0.3
0.51349 0.44178 0.3
0.94836 0.12171 0.3
0.078044 0.65766 0.3
0.60457 0.091425 0.3
0.42651 0.67097 0.3
0.27849 0.38156 0.22314
0.87817 0.093637 0.3
0.85499 0.83957 0.3
0.69958 0.8981 0.3
0.015895 0.016821 0.0005356
0.034071 0.63239 0.3
0.73142 0.91301 0.3
0.17179 0.042823 0.031347
0.095999 0.0052029 0.0092429
0.94765 0.0044189 0.3
0.54139 0.28203 0.3
0.1797 0.18928 0.068119
0.89822 0.96498 0.3
0.13317 0.92164 0.3
0.61584 0.11426 0.3
0.46347 0.17196 0.24437
0.63028 0.29783 0.3
0.82955 0.35884 0.3
0.079851 0.046185 0.0085093
0.30773 0.9085 0.3
0.65184 0.62897 0.3
0.60329 0.73033 0.3
0.91075 0.84594 0.3
0.44491 0.31419 0.29666
0.95811 0.98466 0.3
0.061824 0.20543 0.046024
0.38532 0.93061 0.3
0.10193 0.76451 0.3
0.42804 0.25812 0.24985
0.16134 0.26709 0.097369
0.18114 0.17804 0.064511
0.46617 0.36975 0.3
0.53151 0.18739 0.3
0.7491 0.31109 0.3
0.42641 0.79885 0.3
0.26687 0.28175 0.1506
0.68082 0.57126 0.3
0.040305 0.41244 0.17173
0.07413 0.46995 0.22634
0.7926 0.086414 0.3
0.59878 0.57844 0.3
