x0 y0
0 0
1 1
0.64247 1
0.33439 0
0.65403 1
0.2808 0
0.66299 1
0.18021 0
0.59608 1
0.30384 0
0.26316 0
0.46198 0
0.47561 0
0.16446 0
0.87637 1
0.62145 1
0.3714 0
0.4541 0
0.7883 1
0.92939 1
0.61202 1
0.71657 1
0.97535 1
0.7264 1
0.41067 0
0.33552 0
0.6811 1
0.97021 1
0.21408 0
0.73442 1
0.25541 0
0.19467 0
0.32927 0
0.21252 0
0.59643 1
0.32027 0
0.45978 0
0.27468 0
0.11227 0
0.87285 1
0.91415 1
0.65959 1
0.77628 1
0.24509 0
0.21685 0
0.5079 1
0.14931 0
0.17674 0
0.46223 0
0.24117 0
0.25301 0
0.48813 0
0.3104 0
0.093704 0
0.61964 1
0.94792 1
0.24678 0
0.72246 1
0.0090961 0
0.10686 0
0.65651 1
0.62112 1
0.4386 0
0.6819 1
0.64067 1
0.26677 0
0.031266 0
0.013669 0
0.32791 0
0.31662 0
0.38822 0
0.78503 1
0.30615 0
0.85705 1
0.71189 1
0.4317 0
0.053776 0
0.024558 0
0.1152 0
0.47328 0
