x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10  
7.9787 6.0085 12.114 1.5746 11.167 6.626 12.254 0.74521 0.26837 1.2035 0.035828 0.008528 0.11258 1.4113 54.564 22.314 0.34761 7.42e-005 0.0022184 0.031982 2.611 0.084378 2.2747 1.5561 0.85788 7.7759 3.8223 0.10358 2.746 1.4536
5.6873 8.6754 4.2162 14.854 8.9702 11.058 5.3784 1.4816 1.3477 1.0063 0.127 0.12453 0.077634 34.102 23.524 4.8147 0.31546 1.38e-005 0.0088595 0.057616 2.5447 0.4442 2.1292 2.0534 0.94007 7.7774 3.9428 0.15942 2.8776 1.5521
1.0364 16.815 8.4355 12.488 2.3793 11.419 1.0034 1.6674 1.3121 1.7451 0.14411 0.027818 0.13992 14.171 2.6701 25.684 0.31918 2.14e-005 0.0031666 0.012766 2.188 0.40376 2.1763 2.1671 2.8497 8.5491 5.3064 0.44496 1.9087 1.9636
10.175 6.3604 1.0646 10.091 7.7368 2.7265 12.07 0.59933 0.2901 0.23393 0.044599 0.024269 0.022582 34.979 44.275 20.117 0.33984 4.77e-005 0.0067992 0.026837 2.6593 0.42866 2.1169 1.5872 0.53873 7.8591 3.8047 0.14089 2.8945 1.4592
10.198 8.2147 5.4599 11.655 12.916 12.38 2.5153 0.69952 0.99915 1.7357 0.01538 0.066951 0.088066 8.4299 4.7102 10.321 0.32614 1.44e-005 0.00097278 0.065424 1.9312 0.1158 2.2664 1.8807 2.7187 6.5841 4.5362 0.17856 2.5805 1.5783
10.859 5.0413 2.696 7.8044 14.865 3.0501 14.521 0.69922 1.5591 0.63315 0.060529 0.10665 0.0098107 31.967 22.141 3.8377 0.32956 1.5e-005 0.0023544 0.071582 2.5985 0.44699 2.1119 1.9199 0.69938 7.8283 3.8658 0.13943 2.8429 1.5473
3.9174 9.2974 5.4829 13.266 13.354 5.8196 2.0255 1.4132 0.15067 0.89832 0.071052 0.0035504 0.052498 45.205 0.90406 4.5957 0.34348 1.58e-005 0.0011431 0.054572 2.1524 0.44461 2.1225 2.2628 2.5484 5.6429 6.1836 0.11311 2.8734 1.0028
10.283 8.9951 7.3016 10.978 8.0744 6.7931 4.3189 0.39978 0.64777 0.31777 0.031457 0.008204 0.025902 8.566 0.18456 39.858 0.32731 6.9e-006 0.0036387 0.057851 1.4772 0.1195 2.1166 0.31423 2.5164 1.7875 4.5192 0.037449 2.7194 0.3487
4.5766 17.003 4.2874 7.5715 2.1449 8.3991 6.147 0.093629 0.45695 1.0019 0.0032113 0.029694 0.083348 12.814 3.4646 22.11 0.35904 7.19e-006 0.0001332 0.036424 2.1057 0.37672 2.1793 2.3574 3.4225 6.7603 6.4258 0.21485 2.6972 0.8741
13.763 7.6436 1.6003 1.6922 5.627 1.4344 9.5348 0.87211 1.8407 0.25201 0.046809 0.091722 0.020051 2.2455 5.8488 10.037 0.35784 3.55e-005 0.00059437 0.021738 2.0623 0.18077 2.3775 2.2048 1.7117 7.5314 3.7445 0.37527 2.3673 1.1315
14.997 10.15 1.3745 13.481 7.9955 14.9 12.986 1.2836 1.2684 0.54281 0.091232 0.094307 0.01482 15.107 139.29 1.8814 0.35944 9.79e-005 0.0056936 0.055503 2.6628 0.38741 2.1566 1.5262 0.68959 7.7975 3.8473 0.16172 2.768 1.4799
5.5418 6.0968 1.6707 3.159 6.0093 7.49 3.407 1.8488 0.20736 1.2676 0.12854 0.0088246 0.094931 45.03 5.66 2.9028 0.36672 6.53e-005 0.0046944 0.015288 2.5224 0.41794 2.1053 2.2673 0.89901 7.636 3.7335 0.22723 3.1627 1.2618
11.768 9.893 7.7355 12.575 5.066 7.4617 11.856 0.63597 1.357 1.9303 0.01912 0.125 0.15612 12.367 45.814 12.392 0.30565 8.72e-005 0.0056373 0.039484 2.6129 0.35508 2.1925 1.7234 0.72684 7.8439 3.8336 0.18305 2.8562 1.459
7.7277 17.839 3.3884 5.4941 11.067 5.4947 6.5375 0.85953 0.64486 1.98 0.026001 0.046174 0.13296 2.6801 12.486 6.5474 0.36633 6.09e-006 0.005965 0.023911 1.9832 0.21341 2.4034 2.1714 2.0085 7.5238 3.8728 0.3447 2.6938 1.2281
8.8899 9.1811 4.6693 11.883 5.8232 6.4183 4.1485 0.81893 1.3891 0.57089 0.032044 0.018763 0.043815 4.5477 25.111 21.42 0.3014 9.96e-006 0.002079 0.020314 2.5547 0.20055 2.5737 1.6917 1.1289 7.8403 3.7833 0.22881 2.8767 1.3825
4.975 17.72 5.4052 10.88 10.579 14.965 5.6766 1.5461 0.65094 1.0641 0.023575 0.045551 0.052424 20.909 16.027 2.6549 0.34122 1.85e-005 0.0013746 0.08641 2.171 0.24253 2.2047 2.7455 2.3251 6.9867 4.5415 0.10939 2.5807 1.6014
2.3422 13.124 10.763 4.5421 4.5581 6.2204 1.9963 0.22946 1.7447 1.9963 0.016603 0.10684 0.040265 18.452 37.067 3.3957 0.32687 5.6e-005 0.0075143 0.085061 2.5082 0.18055 2.2805 2.1356 0.90176 7.7343 3.8999 0.037364 2.5544 1.3819
