x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10  
12.077 13.055 4.423 7.2503 13.48 7.3299 14.441 0.53902 0.60155 0.27365 0.034145 0.057012 0.0028994 11.853 69.722 33.674 0.32617 6.8e-005 0.0055105 0.092855 2.5753 0.11248 2.1279 1.7605 0.87551 7.7753 3.9029 0.13831 2.707 1.5444
10.283 8.9951 7.3016 10.978 8.0744 6.7931 4.3189 0.39978 0.64777 0.31777 0.031457 0.008204 0.025902 8.566 0.18456 39.858 0.32731 6.9e-006 0.0036387 0.057851 1.4772 0.1195 2.1166 0.31423 2.5164 1.7875 4.5192 0.037449 2.7194 0.3487
4.1267 16.434 5.5692 6.2258 13.861 6.3497 10.809 1.4551 0.88084 0.77447 0.12983 0.040031 0.03372 0.90675 68.804 7.9543 0.34814 9.6e-006 0.0073329 0.069749 2.3905 0.0018213 2.7953 1.709 1.7897 7.7074 3.9128 0.093181 2.4412 1.5578
3.6653 15.722 3.3606 13.162 2.2565 7.762 3.0701 0.63884 0.37064 1.0928 0.042712 0.014948 0.048128 8.4582 16.998 19.454 0.35377 5.39e-005 0.0074457 0.055767 2.1272 0.16031 2.4294 2.329 2.906 7.3132 4.4502 0.13957 2.6492 1.2759
4.5766 17.003 4.2874 7.5715 2.1449 8.3991 6.147 0.093629 0.45695 1.0019 0.0032113 0.029694 0.083348 12.814 3.4646 22.11 0.35904 7.19e-006 0.0001332 0.036424 2.1057 0.37672 2.1793 2.3574 3.4225 6.7603 6.4258 0.21485 2.6972 0.8741
7.4673 13.12 1.0963 3.2839 4.8175 5.9119 13.995 0.75841 1.2244 0.36924 0.074156 0.028633 0.032671 2.7531 45.986 31.394 0.34002 1.45e-006 0.0079978 0.088138 2.2182 8.59e-005 1.6151 1.8199 1.7729 7.5931 3.9935 0.05245 2.3913 1.602
10.3 12.554 13.051 6.7602 7.1814 2.4954 8.6543 0.40334 1.2472 0.94905 0.01274 0.11184 0.0097744 7.7052 10.678 9.8745 0.3256 2.83e-005 0.0010923 0.023605 2.41 0.2863 2.2026 2.5002 1.1001 7.6943 3.7429 0.34755 2.6399 1.24
13.763 7.6436 1.6003 1.6922 5.627 1.4344 9.5348 0.87211 1.8407 0.25201 0.046809 0.091722 0.020051 2.2455 5.8488 10.037 0.35784 3.55e-005 0.00059437 0.021738 2.0623 0.18077 2.3775 2.2048 1.7117 7.5314 3.7445 0.37527 2.3673 1.1315
13.786 10.616 7.915 7.0464 4.1959 9.2766 8.7397 1.1154 0.19225 1.5213 0.081787 0.0051417 0.04945 4.1012 15.972 28.897 0.33852 4.01e-005 0.0090498 0.012874 2.2737 0.26065 2.2209 2.0203 1.2115 7.8615 3.7221 0.27712 2.6475 1.3565
5.7013 11.229 1.8534 9.4207 6.3223 13.136 10.846 1.2937 1.3702 0.19574 0.11013 0.047626 0.010741 20.313 15.3 32.456 0.33916 2.29e-005 0.0066824 0.041823 2.4195 0.421 2.1382 2.3488 1.2648 7.5848 4.0387 0.18755 2.9847 1.4795
14.997 10.15 1.3745 13.481 7.9955 14.9 12.986 1.2836 1.2684 0.54281 0.091232 0.094307 0.01482 15.107 139.29 1.8814 0.35944 9.79e-005 0.0056936 0.055503 2.6628 0.38741 2.1566 1.5262 0.68959 7.7975 3.8473 0.16172 2.768 1.4799
6.2457 11.647 6.4591 14.571 6.5382 3.6379 11.43 1.8574 0.31841 1.6079 0.13154 0.011688 0.01839 2.9692 48.182 14.468 0.30883 4.49e-005 0.0015031 0.094595 2.448 8.66e-005 3.3661 1.8295 2.4342 7.6851 4.0413 0.096643 2.3524 1.5279
10.717 9.3354 6.2439 11.572 10.542 9.6644 8.1727 1.9838 0.33601 0.91972 0.15057 0.0065727 0.039176 14.935 41.654 12.136 0.3293 5.42e-005 0.0088356 0.04783 2.5936 0.35594 2.1503 1.75 0.7154 7.8429 3.8493 0.17453 2.8657 1.4911
5.5418 6.0968 1.6707 3.159 6.0093 7.49 3.407 1.8488 0.20736 1.2676 0.12854 0.0088246 0.094931 45.03 5.66 2.9028 0.36672 6.53e-005 0.0046944 0.015288 2.5224 0.41794 2.1053 2.2673 0.89901 7.636 3.7335 0.22723 3.1627 1.2618
7.003 11.244 3.001 7.2582 10.263 12.019 3.2548 0.12983 0.10761 0.9612 0.0035997 0.0033132 0.08249 90.765 14.03 32.852 0.35549 7.59e-005 0.0054878 0.053137 2.4483 0.44097 2.1063 2.3898 1.1034 7.5295 3.9204 0.1677 3.0263 1.5718
8.6401 8.5352 8.7052 2.902 2.3332 6.2586 1.4392 1.8338 0.82061 1.164 0.15057 0.054848 0.075868 5.2349 72.291 1.506 0.34572 4.21e-006 0.0080526 0.025737 2.6175 0.27013 2.1016 1.5135 0.50942 7.8063 3.8242 0.14983 2.7988 1.4551
11.768 9.893 7.7355 12.575 5.066 7.4617 11.856 0.63597 1.357 1.9303 0.01912 0.125 0.15612 12.367 45.814 12.392 0.30565 8.72e-005 0.0056373 0.039484 2.6129 0.35508 2.1925 1.7234 0.72684 7.8439 3.8336 0.18305 2.8562 1.459
3.0662 17.595 1.4949 1.8787 2.2985 4.8403 5.3977 0.51648 1.1977 0.98903 0.0091608 0.045618 0.036742 1.1221 69.989 19.769 0.35426 8.49e-005 0.0012638 0.084396 2.3713 7.85e-013 1.5241 1.7444 1.8073 7.5291 3.8723 0.036525 2.319 1.4956
4.3008 10.756 3.3799 12.127 6.4799 10.808 11.373 0.30115 0.74926 1.8383 0.007906 0.0081054 0.16799 30.896 10.113 19.285 0.34688 1.72e-007 0.0039675 0.043143 2.363 0.42534 2.1286 2.8771 1.7205 7.3421 4.1786 0.19139 3.0191 1.3804
7.7277 17.839 3.3884 5.4941 11.067 5.4947 6.5375 0.85953 0.64486 1.98 0.026001 0.046174 0.13296 2.6801 12.486 6.5474 0.36633 6.09e-006 0.005965 0.023911 1.9832 0.21341 2.4034 2.1714 2.0085 7.5238 3.8728 0.3447 2.6938 1.2281
12.268 18.545 12.257 6.6774 9.6766 9.7608 1.9618 0.89581 0.70552 0.65498 0.062447 0.020162 0.052214 11.234 34.159 1.9088 0.30673 2.39e-005 0.0099371 0.07102 2.4217 0.16564 2.2983 1.9273 0.92511 7.7799 3.9074 0.091979 2.7575 1.4917
13.906 8.3277 14.188 12.133 13.681 11.201 7.804 1.3852 1.7834 1.8349 0.033543 0.071184 0.023448 9.9359 64.362 32.634 0.30054 4.52e-005 0.0098022 0.021596 2.6267 0.29518 2.1942 1.5877 0.57181 7.8271 3.7948 0.17895 2.8172 1.458
8.8899 9.1811 4.6693 11.883 5.8232 6.4183 4.1485 0.81893 1.3891 0.57089 0.032044 0.018763 0.043815 4.5477 25.111 21.42 0.3014 9.96e-006 0.002079 0.020314 2.5547 0.20055 2.5737 1.6917 1.1289 7.8403 3.7833 0.22881 2.8767 1.3825
8.731 9.7734 8.3356 1.8533 7.8251 5.9715 9.5333 0.89879 1.6083 1.945 0.085577 0.14734 0.059142 5.0979 47.173 62.879 0.31136 6.44e-005 0.0063287 0.066074 2.5235 0.025423 2.0739 1.7559 0.70772 7.7754 3.8386 0.11781 2.7572 1.5109
14.921 17.974 2.1747 5.5137 11.135 4.753 11.97 0.27766 0.52859 0.32855 0.0094008 0.035967 0.018238 8.5778 31.961 5.9977 0.3487 7.79e-005 0.0044087 0.051536 2.4404 0.25155 2.1486 1.9404 0.92279 7.7577 3.8535 0.20522 2.8635 1.4618
4.975 17.72 5.4052 10.88 10.579 14.965 5.6766 1.5461 0.65094 1.0641 0.023575 0.045551 0.052424 20.909 16.027 2.6549 0.34122 1.85e-005 0.0013746 0.08641 2.171 0.24253 2.2047 2.7455 2.3251 6.9867 4.5415 0.10939 2.5807 1.6014
10.512 18.774 12.328 12.152 9.2533 12.6 10.145 0.39704 1.827 1.9576 0.027785 0.17456 0.17924 56.29 12.516 21.43 0.31301 2.68e-005 0.0020406 0.085984 2.2542 0.42674 2.1182 3.1599 1.8197 7.2493 4.1461 0.22157 2.8836 1.4023
8.6238 14.466 8.9501 1.1799 7.3674 3.2779 12.445 0.24728 0.46895 0.55593 0.012331 0.043636 0.053567 44.608 0.8693 20.874 0.36672 9.56e-005 0.0067063 0.048257 2.18 0.4314 2.1013 2.7083 2.1115 6.2639 4.8066 0.35165 2.7976 0.8603
2.3422 13.124 10.763 4.5421 4.5581 6.2204 1.9963 0.22946 1.7447 1.9963 0.016603 0.10684 0.040265 18.452 37.067 3.3957 0.32687 5.6e-005 0.0075143 0.085061 2.5082 0.18055 2.2805 2.1356 0.90176 7.7343 3.8999 0.037364 2.5544 1.3819
6.2385 11.853 1.8541 5.3874 13.424 13.713 12.687 1.6536 0.79049 1.9589 0.096782 0.047148 0.078844 3.4395 5.9912 77.879 0.33082 3.67e-005 0.0039885 0.019811 1.9382 0.16074 2.3477 2.611 2.2248 7.3165 3.99 0.39137 2.5357 1.1021
9.6161 8.9771 1.3179 10.195 10.627 12.704 11.353 1.073 0.50667 0.73695 0.078052 0.01572 0.02499 66.541 0.76086 15.051 0.33208 4.23e-005 0.0074463 0.05737 2.1693 0.44863 2.1101 2.7537 2.3356 6.3073 6.5034 0.20147 3.1168 1.2479
11.747 10.966 8.0693 7.4771 11.359 12.686 12.734 0.51998 1.5844 0.69793 0.034695 0.022351 0.027656 8.4224 23.723 28.558 0.30753 6.82e-005 0.0085862 0.068309 2.3731 0.1151 2.1488 2.1233 1.1247 7.7617 3.899 0.17658 2.8176 1.552
7.4898 6.5822 3.945 10.913 9.8707 4.9996 3.3716 1.8292 0.10385 1.2946 0.086681 0.0055049 0.070977 17.043 21.846 14.238 0.30608 3.55e-005 0.0095246 0.030543 2.5667 0.39995 2.1349 1.7753 0.68574 7.8868 3.8328 0.18727 2.9548 1.4763
