x0 y0
0 1
0.00078186083 0.99531617
0.0015637217 0.99064698
0.0023455825 0.98599242
0.0031274433 0.98135247
0.0039093041 0.97672709
0.004691165 0.97211627
0.0054730258 0.96751998
0.0062548866 0.96293821
0.0070367475 0.95837092
0.0078186083 0.95381809
0.0086004691 0.94927971
0.0093823299 0.94475575
0.010164191 0.94024618
0.010946052 0.93575099
0.011727912 0.93127015
0.012509773 0.92680363
0.013291634 0.92235142
0.014073495 0.91791349
0.014855356 0.91348982
0.015637217 0.90908038
0.016419077 0.90468516
0.017200938 0.90030412
0.017982799 0.89593726
0.01876466 0.89158453
0.019546521 0.88724593
0.020328382 0.88292142
0.021110242 0.87861099
0.021892103 0.87431461
0.022673964 0.87003226
0.023455825 0.86576392
0.024237686 0.86150956
0.025019547 0.85726916
0.025801407 0.8530427
0.026583268 0.84883015
0.027365129 0.84463149
0.02814699 0.8404467
0.028928851 0.83627576
0.029710711 0.83211864
0.030492572 0.82797531
0.031274433 0.82384577
0.032056294 0.81972998
0.032838155 0.81562792
0.033620016 0.81153956
0.034401876 0.8074649
0.035183737 0.80340389
0.035965598 0.79935652
0.036747459 0.79532277
0.03752932 0.79130261
0.038311181 0.78729603
0.039093041 0.78330299
0.039874902 0.77932347
0.040656763 0.77535745
0.041438624 0.77140492
0.042220485 0.76746584
0.043002346 0.76354019
0.043784206 0.75962795
0.044566067 0.7557291
0.045347928 0.75577025
0.046129789 0.76142693
0.04691165 0.75112915
0.047693511 0.74026709
0.048475371 0.73643483
0.049257232 0.73261581
0.050039093 0.72881002
0.050820954 0.72501744
0.051602815 0.72123803
0.052384676 0.71747178
0.053166536 0.71371867
0.053948397 0.70997867
0.054730258 0.70625175
0.055512119 0.7025379
0.05629398 0.6988371
0.057075841 0.69514931
0.057857701 0.69147452
0.058639562 0.6878127
0.059421423 0.68416384
0.060203284 0.6805279
0.060985145 0.67690486
0.061767005 0.67329471
0.062548866 0.66969742
0.063330727 0.66611296
0.064112588 0.66254132
0.064894449 0.65898247
0.06567631 0.65543638
0.06645817 0.65190304
0.067240031 0.64838242
0.068021892 0.64487449
0.068803753 0.64137925
0.069585614 0.63789665
0.070367475 0.68874159
0.071149335 0.72823821
0.071931196 0.75155421
0.072713057 0.76116749
0.073494918 0.75822377
0.074276779 0.74255692
0.07505864 0.71274135
0.0758405 0.66620264
0.076622361 0.60711888
0.077404222 0.60376155
0.078186083 0.60041661
0.078967944 0.59708406
0.079749805 0.59376386
0.080531665 0.59045599
0.081313526 0.58716043
0.082095387 0.58387715
0.082877248 0.58060614
0.083659109 0.57734737
0.08444097 0.57410081
0.08522283 0.57086645
0.086004691 0.56764426
0.086786552 0.56443421
0.087568413 0.56123629
0.088350274 0.55805047
0.089132134 0.55487673
0.089913995 0.55171505
0.090695856 0.5485654
0.091477717 0.54542776
0.092259578 0.54230211
0.093041439 0.53918842
0.093823299 0.53608667
0.09460516 0.53299684
0.095387021 0.52991891
0.096168882 0.52685285
0.096950743 0.52379864
0.097732604 0.52075625
