x0 x1 x2 x3 x4 y0
-1.0 -0.599979999 -0.199959998 0.200060003 0.600080004 1.00080004
-0.999899995 -0.599879994 -0.199859993 0.200160008 0.600180009 1.00230011501
-0.999799989999 -0.599779988999 -0.199759987999 0.200260013001 0.600280014001 1.00380019001
-0.999699984999 -0.599679983999 -0.199659982999 0.200360018001 0.600380019001 1.00530026501
-0.999599979999 -0.599579978999 -0.199559977999 0.200460023001 0.600480024001 1.00680034002
-0.999499974999 -0.599479973999 -0.199459972999 0.200560028001 0.600580029001 1.00830041502
-0.999399969998 -0.599379968998 -0.199359967998 0.200660033002 0.600680034002 1.00980049002
-0.999299964998 -0.599279963998 -0.199259962998 0.200760038002 0.600780039002 1.01130056503
-0.999199959998 -0.599179958998 -0.199159957998 0.200860043002 0.600880044002 1.01280064003
-0.999099954998 -0.599079953998 -0.199059952998 0.200960048002 0.600980049002 1.01430071504
-0.998999949997 -0.598979948997 -0.198959947997 0.201060053003 0.601080054003 1.01580079004
-0.998899944997 -0.598879943997 -0.198859942997 0.201160058003 0.601180059003 1.01730086504
-0.998799939997 -0.598779938997 -0.198759937997 0.201260063003 0.601280064003 1.01880094005
-0.998699934997 -0.598679933997 -0.198659932997 0.201360068003 0.601380069003 1.02030101505
-0.998599929996 -0.598579928996 -0.198559927996 0.201460073004 0.601480074004 1.02180109005
-0.998499924996 -0.598479923996 -0.198459922996 0.201560078004 0.601580079004 1.02330116506
-0.998399919996 -0.598379918996 -0.198359917996 0.201660083004 0.601680084004 1.02480124006
-0.998299914996 -0.598279913996 -0.198259912996 0.201760088004 0.601780089004 1.02630131507
-0.998199909995 -0.598179908995 -0.198159907995 0.201860093005 0.601880094005 1.02780139007
-0.998099904995 -0.598079903995 -0.198059902995 0.201960098005 0.601980099005 1.02930146507
-0.997999899995 -0.597979898995 -0.197959897995 0.202060103005 0.602080104005 1.03080154008
-0.997899894995 -0.597879893995 -0.197859892995 0.202160108005 0.602180109005 1.03230161508
-0.997799889994 -0.597779888994 -0.197759887994 0.202260113006 0.602280114006 1.03380169008
-0.997699884994 -0.597679883994 -0.197659882994 0.202360118006 0.602380119006 1.03530176509
-0.997599879994 -0.597579878994 -0.197559877994 0.202460123006 0.602480124006 1.03680184009
-0.997499874994 -0.597479873994 -0.197459872994 0.202560128006 0.602580129006 1.0383019151
-0.997399869993 -0.597379868993 -0.197359867993 0.202660133007 0.602680134007 1.0398019901
-0.997299864993 -0.597279863993 -0.197259862993 0.202760138007 0.602780139007 1.0413020651
