x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
8.3 0.615 0.22 2.6 0.087 6 19 0.9982 3.26 0.61 9.3 5
7.9 0.34 0.36 1.9 0.065 5 10 0.99419 3.27 0.54 11.2 7
7.2 0.62 0.01 2.3 0.065 8 46 0.99332 3.32 0.51 11.8 6
11.5 0.18 0.51 4 0.104 4 23 0.9996 3.28 0.97 10.1 6
7.5 0.57 0.08 2.6 0.089 14 27 0.99592 3.3 0.59 10.4 6
6.5 0.885 0 2.3 0.166 6 12 0.99551 3.56 0.51 10.8 5
7.9 0.2 0.35 1.7 0.054 7 15 0.99458 3.32 0.8 11.9 7
7.1 0.68 0.07 1.9 0.075 16 51 0.99685 3.38 0.52 9.5 5
10.2 0.42 0.57 3.4 0.07 4 10 0.9971 3.04 0.63 9.6 5
7.5 1.115 0.1 3.1 0.086 5 12 0.9958 3.54 0.6 11.2 4
7.2 0.34 0.21 2.5 0.075 41 68 0.99586 3.37 0.54 10.1 6
11.5 0.18 0.51 4 0.104 4 23 0.9996 3.28 0.97 10.1 6
7.4 0.6 0.26 2.1 0.083 17 91 0.99616 3.29 0.56 9.8 6
6.1 0.59 0.01 2.1 0.056 5 13 0.99472 3.52 0.56 11.4 5
6.3 0.39 0.16 1.4 0.08 11 23 0.9955 3.34 0.56 9.3 5
6.2 0.57 0.1 2.1 0.048 4 11 0.99448 3.44 0.76 10.8 6
6.7 0.855 0.02 1.9 0.064 29 38 0.99472 3.3 0.56 10.75 6
11.4 0.26 0.44 3.6 0.071 6 19 0.9986 3.12 0.82 9.3 6
8.1 0.575 0.22 2.1 0.077 12 65 0.9967 3.29 0.51 9.2 5
6.2 0.39 0.43 2 0.071 14 24 0.99428 3.45 0.87 11.2 7
