x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
9.7 0.32 0.54 2.5 0.094 28 83 0.9984 3.28 0.82 9.6 5
7.3 0.52 0.32 2.1 0.07 51 70 0.99418 3.34 0.82 12.9 6
9.9 0.35 0.38 1.5 0.058 31 47 0.99676 3.26 0.82 10.6 7
7 0.62 0.18 1.5 0.062 7 50 0.9951 3.08 0.6 9.3 5
9 0.39 0.4 1.3 0.044 25 50 0.99478 3.2 0.83 10.9 6
7.4 0.6 0.26 7.3 0.07 36 121 0.9982 3.37 0.49 9.4 5
7 0.43 0.3 2 0.085 6 39 0.99346 3.33 0.46 11.9 6
8.4 0.36 0.32 2.2 0.081 32 79 0.9964 3.3 0.72 11 6
8.6 0.685 0.1 1.6 0.092 3 12 0.99745 3.31 0.65 9.55 6
7.6 0.46 0.11 2.6 0.079 12 49 0.9968 3.21 0.57 10 5
7.4 1.185 0 4.25 0.097 5 14 0.9966 3.63 0.54 10.7 3
7.8 0.32 0.44 2.7 0.104 8 17 0.99732 3.33 0.78 11 7
12.4 0.4 0.51 2 0.059 6 24 0.9994 3.04 0.6 9.3 6
6.7 0.64 0.23 2.1 0.08 11 119 0.99538 3.36 0.7 10.9 5
6 0.31 0.47 3.6 0.067 18 42 0.99549 3.39 0.66 11 6
9.4 0.24 0.33 2.3 0.061 52 73 0.99786 3.47 0.9 10.2 6
8.6 0.635 0.68 1.8 0.403 19 56 0.99632 3.02 1.15 9.3 5
11.8 0.26 0.52 1.8 0.071 6 10 0.9968 3.2 0.72 10.2 7
7.4 0.66 0 1.8 0.075 13 40 0.9978 3.51 0.56 9.4 5
8.8 0.24 0.54 2.5 0.083 25 57 0.9983 3.39 0.54 9.2 5
11.5 0.42 0.48 2.6 0.077 8 20 0.99852 3.09 0.53 11 5
7.3 0.305 0.39 1.2 0.059 7 11 0.99331 3.29 0.52 11.5 6
6.8 0.915 0.29 4.8 0.07 15 39 0.99577 3.53 0.54 11.1 5
8.2 0.4 0.31 1.9 0.082 8 24 0.996 3.24 0.69 10.6 6
7.8 0.815 0.01 2.6 0.074 48 90 0.99621 3.38 0.62 10.8 5
10.2 0.645 0.36 1.8 0.053 5 14 0.9982 3.17 0.42 10 6
8 0.18 0.37 0.9 0.049 36 109 0.99007 2.89 0.44 12.7 6
7.1 0.43 0.17 1.8 0.082 27 51 0.99634 3.49 0.64 10.4 5
6.3 0.57 0.28 2.1 0.048 13 49 0.99374 3.41 0.6 12.8 5
8.3 0.3 0.49 3.8 0.09 11 24 0.99498 3.27 0.64 12.1 7
7.2 0.62 0.01 2.3 0.065 8 46 0.99332 3.32 0.51 11.8 6
8.3 0.34 0.4 2.4 0.065 24 48 0.99554 3.34 0.86 11 6
8.8 0.33 0.41 5.9 0.073 7 13 0.99658 3.3 0.62 12.1 7
7.8 0.88 0 2.6 0.098 25 67 0.9968 3.2 0.68 9.8 5
8.1 0.545 0.18 1.9 0.08 13 35 0.9972 3.3 0.59 9 6
8.7 0.33 0.38 3.3 0.063 10 19 0.99468 3.3 0.73 12 7
5.8 0.68 0.02 1.8 0.087 21 94 0.9944 3.54 0.52 10 5
7.3 0.66 0 2 0.084 6 23 0.9983 3.61 0.96 9.9 6
7 0.45 0.34 2.7 0.082 16 72 0.998 3.55 0.6 9.5 5
11.5 0.59 0.59 2.6 0.087 13 49 0.9988 3.18 0.65 11 6
7.2 0.835 0 2 0.166 4 11 0.99608 3.39 0.52 10 5
10.4 0.24 0.49 1.8 0.075 6 20 0.9977 3.18 1.06 11 6
7.4 0.52 0.13 2.4 0.078 34 61 0.99528 3.43 0.59 10.8 6
8.7 0.46 0.31 2.5 0.126 24 64 0.99746 3.1 0.74 9.6 5
13.3 0.34 0.52 3.2 0.094 17 53 1.0014 3.05 0.81 9.5 6
9.2 0.54 0.31 2.3 0.112 11 38 0.99699 3.24 0.56 10.9 5
5.2 0.49 0.26 2.3 0.09 23 74 0.9953 3.71 0.62 12.2 6
5.4 0.58 0.08 1.9 0.059 20 31 0.99484 3.5 0.64 10.2 6
7.2 0.54 0.27 2.6 0.084 12 78 0.9964 3.39 0.71 11 5
7 0.36 0.21 2.4 0.086 24 69 0.99556 3.4 0.53 10.1 6
10.7 0.4 0.37 1.9 0.081 17 29 0.99674 3.12 0.65 11.2 6
7.8 0.59 0.33 2 0.074 24 120 0.9968 3.25 0.54 9.4 5
7.9 0.545 0.06 4 0.087 27 61 0.9965 3.36 0.67 10.7 6
5.6 0.66 0 2.2 0.087 3 11 0.99378 3.71 0.63 12.8 7
7.8 0.55 0.35 2.2 0.074 21 66 0.9974 3.25 0.56 9.2 5
7.5 0.4 0.18 1.6 0.079 24 58 0.9965 3.34 0.58 9.4 5
7.9 0.4 0.29 1.8 0.157 1 44 0.9973 3.3 0.92 9.5 6
7.2 0.5 0.18 2.1 0.071 12 31 0.99761 3.52 0.72 9.6 6
11.1 0.42 0.47 2.65 0.085 9 34 0.99736 3.24 0.77 12.1 7
7.2 0.63 0 1.9 0.097 14 38 0.99675 3.37 0.58 9 6
8.7 0.69 0.31 3 0.086 23 81 1.0002 3.48 0.74 11.6 6
10 0.59 0.31 2.2 0.09 26 62 0.9994 3.18 0.63 10.2 6
5.3 0.715 0.19 1.5 0.161 7 62 0.99395 3.62 0.61 11 5
6.1 0.32 0.25 2.3 0.071 23 58 0.99633 3.42 0.97 10.6 5
6.4 0.64 0.21 1.8 0.081 14 31 0.99689 3.59 0.66 9.8 5
9.1 0.785 0 2.6 0.093 11 28 0.9994 3.36 0.86 9.4 6
9.5 0.735 0.1 2.1 0.079 6 31 0.9986 3.23 0.56 10.1 6
8.2 0.635 0.1 2.1 0.073 25 60 0.99638 3.29 0.75 10.9 6
7 0.65 0.02 2.1 0.066 8 25 0.9972 3.47 0.67 9.5 6
6.1 0.48 0.09 1.7 0.078 18 30 0.99402 3.45 0.54 11.2 6
8.3 0.6 0.25 2.2 0.118 9 38 0.99616 3.15 0.53 9.8 5
5.9 0.19 0.21 1.7 0.045 57 135 0.99341 3.32 0.44 9.5 5
7.9 0.58 0.23 2.3 0.076 23 94 0.99686 3.21 0.58 9.5 6
10.7 0.43 0.39 2.2 0.106 8 32 0.9986 2.89 0.5 9.6 5
8.3 0.49 0.36 1.8 0.222 6 16 0.998 3.18 0.6 9.5 6
5.7 1.13 0.09 1.5 0.172 7 19 0.994 3.5 0.48 9.8 4
6.9 0.67 0.06 2.1 0.08 8 33 0.99845 3.68 0.71 9.6 5
9.4 0.3 0.56 2.8 0.08 6 17 0.9964 3.15 0.92 11.7 8
10.1 0.935 0.22 3.4 0.105 11 86 1.001 3.43 0.64 11.3 4
5.9 0.61 0.08 2.1 0.071 16 24 0.99376 3.56 0.77 11.1 6
7.8 0.6 0.14 2.4 0.086 3 15 0.9975 3.42 0.6 10.8 6
7.1 0.67 0 2.3 0.083 18 27 0.99768 3.44 0.54 9.4 5
9.3 0.43 0.44 1.9 0.085 9 22 0.99708 3.28 0.55 9.5 5
7.5 0.65 0.18 7 0.088 27 94 0.99915 3.38 0.77 9.4 5
7.4 0.635 0.1 2.4 0.08 16 33 0.99736 3.58 0.69 10.8 7
10.4 0.61 0.49 2.1 0.2 5 16 0.9994 3.16 0.63 8.4 3
6.7 0.62 0.21 1.9 0.079 8 62 0.997 3.52 0.58 9.3 6
15.9 0.36 0.65 7.5 0.096 22 71 0.9976 2.98 0.84 14.9 5
8.3 0.715 0.15 1.8 0.089 10 52 0.9968 3.23 0.77 9.5 5
11.7 0.49 0.49 2.2 0.083 5 15 1 3.19 0.43 9.2 5
11.1 0.31 0.53 2.2 0.06 3 10 0.99572 3.02 0.83 10.9 7
6.8 0.65 0.02 2.1 0.078 8 15 0.99498 3.35 0.62 10.4 6
8 1.18 0.21 1.9 0.083 14 41 0.99532 3.34 0.47 10.5 5
10 0.26 0.54 1.9 0.083 42 74 0.99451 2.98 0.63 11.8 8
6.8 0.68 0.21 2.1 0.07 9 23 0.99546 3.38 0.6 10.3 5
7.9 0.2 0.35 1.7 0.054 7 15 0.99458 3.32 0.8 11.9 7
6.4 0.42 0.09 2.3 0.054 34 64 0.99724 3.41 0.68 10.4 6
7.4 0.55 0.19 1.8 0.082 15 34 0.99655 3.49 0.68 10.5 5
7.2 0.695 0.13 2 0.076 12 20 0.99546 3.29 0.54 10.1 5
6.2 0.46 0.29 2.1 0.074 32 98 0.99578 3.33 0.62 9.8 5
12.2 0.45 0.49 1.4 0.075 3 6 0.9969 3.13 0.63 10.4 5
8.9 0.12 0.45 1.8 0.075 10 21 0.99552 3.41 0.76 11.9 7
7.1 0.36 0.3 1.6 0.08 35 70 0.99693 3.44 0.5 9.4 5
8.6 0.49 0.51 2 0.422 16 62 0.9979 3.03 1.17 9 5
7.1 0.35 0.29 2.5 0.096 20 53 0.9962 3.42 0.65 11 6
6.3 0.51 0.13 2.3 0.076 29 40 0.99574 3.42 0.75 11 6
8.8 0.48 0.41 3.3 0.092 26 52 0.9982 3.31 0.53 10.5 6
9.9 0.54 0.45 2.3 0.071 16 40 0.9991 3.39 0.62 9.4 5
7.7 0.915 0.12 2.2 0.143 7 23 0.9964 3.35 0.65 10.2 7
7 0.69 0.07 2.5 0.091 15 21 0.99572 3.38 0.6 11.3 6
6.8 0.68 0.09 3.9 0.068 15 29 0.99524 3.41 0.52 11.1 4
9.9 0.59 0.07 3.4 0.102 32 71 1.0002 3.31 0.71 9.8 5
10.7 0.9 0.34 6.6 0.112 23 99 1.0029 3.22 0.68 9.3 5
13.7 0.415 0.68 2.9 0.085 17 43 1.0014 3.06 0.8 10 6
11.6 0.47 0.44 1.6 0.147 36 51 0.99836 3.38 0.86 9.9 4
8 0.6 0.22 2.1 0.08 25 105 0.99613 3.3 0.49 9.9 5
11.9 0.38 0.49 2.7 0.098 12 42 1.0004 3.16 0.61 10.3 5
8.8 0.59 0.18 2.9 0.089 12 74 0.99738 3.14 0.54 9.4 5
9.6 0.6 0.5 2.3 0.079 28 71 0.9997 3.5 0.57 9.7 5
11.1 0.35 0.48 3.1 0.09 5 21 0.9986 3.17 0.53 10.5 5
7.2 0.37 0.32 2 0.062 15 28 0.9947 3.23 0.73 11.3 7
10.3 0.32 0.45 6.4 0.073 5 13 0.9976 3.23 0.82 12.6 8
5.6 0.62 0.03 1.5 0.08 6 13 0.99498 3.66 0.62 10.1 4
8 0.57 0.23 3.2 0.073 17 119 0.99675 3.26 0.57 9.3 5
9 0.4 0.43 2.4 0.068 29 46 0.9943 3.2 0.6 12.2 6
6.7 0.67 0.02 1.9 0.061 26 42 0.99489 3.39 0.82 10.9 6
13.3 0.29 0.75 2.8 0.084 23 43 0.9986 3.04 0.68 11.4 7
7.5 0.61 0.2 1.7 0.076 36 60 0.99494 3.1 0.4 9.3 5
6.9 0.55 0.15 2.2 0.076 19 40 0.9961 3.41 0.59 10.1 5
10 0.69 0.11 1.4 0.084 8 24 0.99578 2.88 0.47 9.7 5
7.8 0.82 0.29 4.3 0.083 21 64 0.99642 3.16 0.53 9.4 5
11.2 0.67 0.55 2.3 0.084 6 13 1 3.17 0.71 9.5 6
8.8 0.4 0.4 2.2 0.079 19 52 0.998 3.44 0.64 9.2 5
8.8 0.61 0.14 2.4 0.067 10 42 0.9969 3.19 0.59 9.5 5
7.9 0.19 0.42 1.6 0.057 18 30 0.994 3.29 0.69 11.2 6
9.1 0.4 0.5 1.8 0.071 7 16 0.99462 3.21 0.69 12.5 8
5.9 0.55 0.1 2.2 0.062 39 51 0.99512 3.52 0.76 11.2 6
7.3 0.59 0.26 2 0.08 17 104 0.99584 3.28 0.52 9.9 5
8.4 0.31 0.29 3.1 0.194 14 26 0.99536 3.22 0.78 12 6
9.3 0.775 0.27 2.8 0.078 24 56 0.9984 3.31 0.67 10.6 6
8.7 0.54 0.26 2.5 0.097 7 31 0.9976 3.27 0.6 9.3 6
5.6 0.54 0.04 1.7 0.049 5 13 0.9942 3.72 0.58 11.4 5
9.2 0.92 0.24 2.6 0.087 12 93 0.9998 3.48 0.54 9.8 5
6.4 0.64 0.21 1.8 0.081 14 31 0.99689 3.59 0.66 9.8 5
9 0.82 0.05 2.4 0.081 26 96 0.99814 3.36 0.53 10 5
6.2 0.56 0.09 1.7 0.053 24 32 0.99402 3.54 0.6 11.3 5
4.9 0.42 0 2.1 0.048 16 42 0.99154 3.71 0.74 14 7
